term,definition,source_anchor,notes
Business Impact Analyse,"Proces voor het analyseren van de impact<br>in de tijd gemeten van een verstoring op de<br>organisatie. Deze analyse is onderdeel van<br>een Business Continuity Plan en kan men<br>gebruiken om zich voor te bereiden op grote<br>storingen. Catfishing Een social engineering techniek. Hierbij<br>proberen oplichters persoonlijke gegevens<br>van iemand te stelen via nagemaakte sociale<br>netwerksites en datingsites. Bij die gegevens<br>gaat het meestal om persoonlijke informatie,<br>creditcardnummers of geld.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#business-impact-analyse,see also: Phishing
BYOD,"Bring Your Own Device. Situatie waarbij<br>personen hun eigen apparaten, zoals een<br>privételefoon of -laptop, mogen gebruiken CEH Certified Ethical Hacker. Dit is een<br>certificering voor professionals op gebied van<br>cybersecurity, specifiek voor ethisch hacken.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#byod,
C&C server,Command-and-control server. Comand-and<br>control server CEO/CFO/CxO fraude Vorm van fraude waarbij een aanvaller<br>e-mails verstuurt aan een financiële afdeling,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#c-c-server,see also: Spear phishing
C2 server,Command-and-control server. Comand-and<br>control server zogenaamd uit naam van de CEO of CFO van<br>een bedrijf. De aanvaller wil hiermee een<br>medewerker van een financiële afdeling,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#c2-server,
CA,Certificate Authority. Certificate<br>authority overtuigen of onder druk zetten om geld over<br>te maken.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#ca,
CAAS,Cybercrime-as-a-service. Cybercri<br>me-as-a-service CERT Beschermde term (afkorting voor Computer<br>Emergency Response Team) van Carnegie<br>Mellon voor het eerste Computer Security,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#caas,see also: CSIRT
Capacity building,"Een netwerk opzetten van verantwoordelijke<br>organisaties om de weerbaarheid van<br>een land te vergroten op het vlak van<br>cybersecurity en cybercrime. Incident Response Team (CSIRT) ter wereld.<br>Deze term mag onder bepaalde voorwaarden<br>ook door andere CSIRT's worden gebruikt.<br>Voorbeelden van CERT's in Nederland zijn het<br>NCSC, Z-CERT en CERT-WM die verschillende<br>sectoren ondersteunen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#capacity-building,
CAPTCHA,"Completely Automated Public Turing test<br>to tell Computers and Humans Apart.<br>Functie van een informatiesysteem om te<br>controleren of de gebruiker een mens is.<br>Bekende voorbeelden van CAPTCHA zijn<br>dat de gebruiker een tekst op het scherm<br>moet overtypen of kenmerken in foto's moet<br>herkennen. Certificaat 1. Digitaal document dat aantoont dat een<br>product, digitaal systeem of persoon is wie<br>hij zegt dat hij is. Dit kan bijvoorbeeld worden<br>gebruikt om een beveiligde verbinding tot<br>stand te brengen. Een erkende instantie<br>(Certificate Authority) geeft het document uit.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#captcha,
CASB,Cloud Access Security Broker. certificaat.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#casb,
Cbw,"Cyberbeveiligingswet. Cyberbeveiligings<br>wet 2. Een verklaring van een onafhankelijke<br>instantie waarin staat dat een product,<br>proces of persoon voldoet aan de eisen in het",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cbw,
Center,en/of indentity's controleert en/of bewaakt<br>en soms ook afhandelt. monitoring Shift-right Een woord zonder specifieke betekenis. Een<br>stroming in risicomanagement en filosofie,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#center,
Certificate authority,Erkende instantie die digitale certificaten<br>uitgeeft. Daarvoor stelt ze eerst vast dat de<br>aanvrager is wie hij zegt te zijn.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#certificate-authority,
Certificatie schema,"Systeem om een bepaald type producten,<br>processen of diensten te beoordelen. Deze<br>moeten voldoen aan bepaalde eisen, regels<br>en procedures. Een certificeringssysteem<br>staat in ISO/IEC 17000: 2004.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#certificatie-schema,
Certificerende instelling,Instantie of instelling die zogeheten<br>certificaten onder accreditatie mag uitgeven.<br>Voorbeeld van zo'n certificaat is ISO 27001.<br>De instelling moet voldoen aan internationale<br>eisen. In Nederland beoordeelt de Raad voor<br>Accreditatie of de instelling onafhankelijk en<br>deskundig is.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#certificerende-instelling,
Certificering,"Het proces waarbij een erkende instantie<br>of persoon met een schriftelijk bewijs<br>verklaart dat een persoon, product, systeem<br>of dienst voldoet aan bepaalde eisen, zoals<br>bijvoorbeeld beschreven in een internationale<br>standaard.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#certificering,
Chatham House Rule,"Afspraak dat deelnemers de informatie die<br>ze in een bijeenkomst delen bekend mogen<br>maken aan anderen, zonder vermelding van<br>de bron. De deelnemers mogen de informatie<br>dus vrij gebruiken, maar ze mogen niet<br>zeggen van wie de informatie komt.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#chatham-house-rule,
Chief Information<br>Security Officer,De medewerker die verantwoordelijk is voor<br>cybersecurity binnen een organisatie. Rol op<br>strategisch niveau.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#chief-information-br-security-officer,
CIA,"Confidentiality, Integrity en Availability.<br>De Nederlandse afkorting is BIV:<br>Beschikbaarheid, Integriteit en<br>Vertrouwelijkheid, waarbij de termen in een<br>andere volgorde worden genoemd.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cia,"see also: Beschikbaarheid,<br>Integriteit,<br>Vertrouwelijkheid,<br>BIV"
CIEM,Cloud Infrastructuur Entitlement<br>Management.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#ciem,see also: Cloud Infrastruc<br>tuur Entitlement<br>Management
CISM,Certified Information Security Manager. Dit<br>is een certificering voor professionals in<br>informatiebeveiliging.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cism,
CISO,Chief Information Security Officer.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#ciso,see also: Chief Information<br>Security Officer
CISSP,Certified Information System Security<br>Professional. Dit is een certificering voor<br>professionals in informatiebeveiliging.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cissp,
Classificatie,"Beoordeling hoe gevoelig of belangrijk<br>informatie of een systeem is. Dit is nodig om<br>de juiste maatregelen te kunnen nemen om<br>de informatie of het systeem te beschermen<br>en ook het systematisch indelen in groepen<br>of categorieën, volgens vastgestelde criteria.<br>Bij security classificatie wordt vaak gebruik<br>gemaakt van BIV: Beschikbaarheid, Integriteit<br>en Vertrouwelijkheid.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#classificatie,
Closed source,Software waarvan de broncode door de<br>auteurs niet wordt vrijgegeven.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#closed-source,
Cloud,"Het toegankelijk maken van IT-diensten, zoals<br>bijvoorbeeld hardware en software via een<br>netwerk, meestal het Internet. Voorbeelden<br>van Clouddiensten zijn Software-as-a-Service<br>(SAAS), Platform-as-a-Service (PAAS) en<br>Infrastructure-as-a-Service (IAAS).",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cloud,
Cloud computing,Een model waarbij op aanvraag,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cloud-computing,
Cloud Detection and<br>Response,"Oplossing om beveiligingsrisico's in<br>cloudomgevingen te kunnen signaleren,",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cloud-detection-and-br-response,
Cloud security,"1. De beveiliging van alle data, applicaties",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cloud-security,
Clouddienst,IT-diensten die via het Internet worden,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#clouddienst,
Code audit,"Een analyse van de broncode van een<br>programma, met als doel om zwakke plekken<br>te vinden. Dit gebeurt volgens een norm die<br>men vooraf objectief heeft vastgesteld. Een<br>code audit voert men voor een groot deel<br>handmatig uit.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#code-audit,
Code execution,"Actie waarbij iemand ongewild<br>programmacode laat uitvoeren door een<br>computer of programma. Doet iemand dat op<br>afstand, dan heet dat remote code execution.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#code-execution,
Code injection,Aanval op een onveilige plek in een<br>applicatie. Daarbij verandert de aanvaller<br>iets in de code van het systeem waardoor<br>het programma anders werkt dan voorheen.<br>Voorbeeld van een code injection is<br>SQL-injection.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#code-injection,
Code review,Analyse van de broncode van een programma.<br>Het doel is onder meer om zwakke plekken<br>te vinden. Men zoekt voor een groot deel<br>handmatig en niet aan de hand van een<br>uitputtende lijst van kwetsbaarheden.<br>De aanpak berust meer op expertise van<br>de uitvoerder.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#code-review,
Command execution,Aanval waarbij men door zwakheden in een<br>website direct opdrachten kan geven aan het<br>systeem waar de website op draait. Met die<br>opdrachten kan een aanvaller het systeem<br>dingen laten doen die niet de bedoeling zijn.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#command-execution,
Command-and- control<br>server,De machine die een aanvaller gebruikt om<br>commando's te sturen naar systemen waarin<br>hij heeft ingebroken. Bijvoorbeeld als hij<br>een DDoS-aanval wil doen of een bot in een<br>botnet wil aansturen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#command-and-control-br-server,
Compliance,"De activiteiten die men uitvoert om als<br>persoon of organisatie te voldoen aan<br>bepaalde eisen. Dat kan een wet zijn, maar<br>ook eisen uit de branche of regels van de<br>eigen organisatie. Control framework Principes, uitgangspunten, manieren van<br>denken, processen en afspraken die een<br>organisatie gebruikt voor het omgaan met<br>veiligheidsrisico's.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#compliance,
Compromitteren,Een woord dat vaak wordt gebruikt in<br>combinatie met de woorden netwerken of<br>systemen. Met compromitteren wordt een<br>succesvolle aanval op een netwerk of systeem<br>bedoeld. Convention on<br>Cybercrime Convention on Cybercrime van de Council of<br>Europe. Internationaal verdrag dat tot doel<br>heeft om de wetten van de aparte landen<br>op het gebied van cybercrime op elkaar aan<br>te laten sluiten. Het verdrag beoogt landen<br>samen te laten werken op dit terrein en<br>kennis uit te laten wisselen op het gebied van,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#compromitteren,
Computervredebreuk,"Met opzet inbreken in een digitaal systeem,<br>terwijl dat van de wet niet mag. opsporingstechnieken. 63 landen hebben dit<br>verdrag geratificeerd, en nog eens 4 landen<br>hebben het getekend.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#computervredebreuk,
Confidentiality,"Vertrouwelijkheid, vooral van data en<br>informatie. Data en informatie zijn alleen<br>bedoeld voor specifieke ontvanger(s). Cookie Een klein bestand dat door een website op<br>de harde schijf van een computer van een<br>bezoeker wordt gezet. In een cookie staat",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#confidentiality,
Configuratie,"De manier waarop hardware en software is<br>ingesteld voor het gewenste doel. informatie over het bezoek aan de website,<br>zoals de naam, datum en tijd. De website",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#configuratie,
Consent,"Toestemming. Eén van de peilers van het<br>dataprotectierecht en privacyrecht. Data<br>mogen niet verwerkt worden, tenzij de bewaart de informatie om die later te kunnen<br>gebruiken voor andere doeleinden zoals<br>analyses en marketing.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#consent,
Containeriseren,"Een manier om applicaties los te laten<br>werken van een besturingssysteem of<br>andere applicaties. In een container zit de<br>applicatie zelf en alles wat nodig is om de<br>applicatie te laten werken. Het voordeel van<br>containeriseren is dat men de applicatie worden afspraken gehanteerd die doorgaans<br>neerkomen op dat de melder de ontdekking<br>niet deelt met derden totdat het lek verholpen<br>is, en de getroffen partij geen juridische<br>stappen tegen de melder zal ondernemen.<br>Voorheen werd dit responsible disclosure<br>genoemd.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#containeriseren,
Control,Beheersmaatregel Officer binnen een operationele productie<br>omgeving.<br>2. Een managementmodel dat is ontwikkeld<br>door Committee of Sponsoring Organizations,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#control,
control,systeem mag komen. Men kijkt daarbij,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#control,see also: verstoren. Sandboxen kennen verschillende
CRA,"Cyber Resilience Act. Cyber Resilience<br>Act, Verordening<br>Cyber<br>weerbaarheid Crisisoefening<br>Cristalbox Test",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cra,see also: Het oefenen van het reactievermogen van een<br>organisatie bij een groot cyberincident.<br>
Cracker,"Een aanvaller die met kwade bedoelingen in<br>een computernetwerk inbreekt, bijvoorbeeld<br>omdat hij gegevens wil stelen of een netwerk Hacker Critical infrastructure",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cracker,
Cracking,"Met kwade bedoelingen in een<br>computernetwerk inbreken, bijvoorbeeld<br>om gegevens te stelen of een netwerk te<br>beschadigen. Hacken forgery",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cracking,"see also: andere webpagina lokt, kan hij namens die<br>gebruiker iets doen op die webpagina of in<br>het account op die website. Bijvoorbeeld<br>het wijzigen van een wachtwoord of een<br>e-mailadres."
Credential harvesting,Het aanvallen van een organisatie om<br>op illegale wijze inloggegevens (van<br>werknemers) te verkrijgen. Cross site scripting,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#credential-harvesting,see also: Veel voorkomende fout in een website<br>waardoor een aanvaller toegang kan krijgen<br>tot gegevens of functionaliteit die niet voor<br>hem bedoeld is.
Credential Stuffing,Een methode waarbij aanvallers lijsten met<br>gecompromitteerde gebruikersnamen en/<br>of wachtwoorden gebruiken om een systeem<br>binnen te dringen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#credential-stuffing,see also: soort accounts om er geld op te laten storten<br>dat ze hebben gestolen en deze vervolgens<br>om te wisselen naar cryptovaluta.
Credentials,De gegevens waarmee een gebruiker of ander<br>digitaal systeem bij een digitaal systeem<br>kan aantonen dat hij is wie hij zegt dat hij Crypto,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#credentials,see also: 1. Cryptografie<br>2. Cryptosleutels
Criminele actor,Crimineel die aanvallen pleegt met<br>economische of financiële motieven. Cryptografie,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#criminele-actor,see also: Informatie omzetten in een code zodat een<br>ander het niet kan lezen. Dit doet men als<br>men gevoelige informatie veilig wil bewaren
Crisismanagement,"Gecoördineerde activiteiten om een<br>organisatie te leiden, te sturen en te",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#crisismanagement,see also: of versturen. Meestal bestaat cryptografie<br>uit een algoritme voor versleutelen en<br>ontsleutelen en één of meerdere sleutels.
Cryptomining,"Alle transacties in een blockchain<br>verzamelen, controleren en verwerken. Dit<br>gebeurt om dubbele uitgaves op te sporen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cryptomining,
Cryptovaluta,Verzamelnaam voor digitale munteenheden<br>die cryptografische berekeningen gebruiken<br>als echtheidskenmerk en voor transacties.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cryptovaluta,
CSIRT,"Computer Security Incident Response<br>Team. Een team van deskundigen dat<br>cyberincidenten oplost. Dit kan een intern<br>team zijn, maar ook een extern ingehuurd<br>team.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#csirt,see also: CERT
CSMS,Cyber Security Management System.<br>Dit systeem houdt bij of de maatregelen<br>voor cybersecurity goed werken.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#csms,see also: ISMS
CSRF,Cross Site Request Forgery.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#csrf,see also: Cross Site<br>Request Forgery
CVD,Coordinated Vulnerability Disclosure.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cvd,see also: Coordinated<br>vulnerability<br>disclosure
CVE,Common Vulnerabilities and Exposures.<br>Een openbare lijst van bekende zwakke<br>plekken in software. De lijst is te vinden via<br>https://cve.mitre.org.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cve,
CVSS,"Common Vulnerability Scoring System.<br>Systeem om een score te geven aan een<br>zwakke plek in software. Hoe hoger de score,<br>hoe zwakker de plek. Een organisatie kan<br>deze score gebruiken om te bepalen welke<br>zwakke plekken ze als eerste gaat oplossen.<br>Meer informatie over het scoresysteem is te<br>vinden via https://www.first.org/cvss/.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cvss,
CWE,Common Weakness Enumeration.<br>Een openbare lijst met bekende soorten,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cwe,
Cyber,Iets wat te maken heeft met digitale,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyber,
Cyber kill chain,Een model waarin staat welke stappen<br>een aanvaller zet bij een cyberaanval. Het<br>bekendste voorbeeld van een cyber kill chain<br>is de Lockheed Martin Kill Chain.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyber-kill-chain,
Cyber norms,"Internationale afspraken op het terrein<br>van gedrag van landen in cyberspace.<br>Bijvoorbeeld over het gebruik van cyber<br>defense, cyber offense of capacity building.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyber-norms,
Cyber offense,Het hebben van middelen om cyberaanvallen<br>uit te voeren. Bijvoorbeeld strategische of<br>militaire middelen. Deze term wordt met<br>name gebruikt in de context van nationale<br>veiligheid.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyber-offense,
Cyber-physical system,Digitaal systeem dat niet enkel data verwerkt<br>maar ook een interactie heeft met de fysieke<br>wereld.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyber-physical-system,
Cyberaanval,Moedwillige activiteit van een actor die is<br>gericht op het met digitale middelen verstoren,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberaanval,
Cyberbeveiligingswet,De Cyberbeveiligingswet is de Nederlandse,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberbeveiligingswet,"see also: NIS2, Wbni,"
Cyberbullying,Pesten op Internet.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberbullying,
Cyberdiplomatie,Het onderhouden van geopolitieke relaties<br>met andere staten en hun representanten ten<br>aanzien van statelijk gedrag in cyberspace.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberdiplomatie,
Cyberhygiene,"Wat minimaal nodig is om een digitaal<br>systeem te beveiligen. Bijvoorbeeld het<br>automatisch vergrendelen van een digitaal<br>systeem als het een bepaalde tijd niet<br>gebruikt wordt, meerfactorauthenticatie, het<br>maken van back-ups, het gebruik van anti<br>virus software, het aansturen op veilig gedrag<br>van personeel en deze trainen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberhygiene,
Cyberincident,Verstoring van één of meer (digitale)<br>processen. Verzamelbegrip voor cyberaanval<br>en uitval.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberincident,
Cybersecurity,Het geheel aan maatregelen om relevante,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cybersecurity,
Cyberspace,Een ecosysteem van digitale (genetwerkte),https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberspace,
Cyberspionage,Een actor tast de vertrouwelijkheid aan van<br>informatie door die te kopiëren of weg te<br>nemen. De onderliggende motivatie is het<br>verkrijgen van gevoelige of geclassificeerde,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberspionage,
Cyberterrorisme,Terroristische activiteiten die men digitaal,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberterrorisme,
Cyberveilig,<br>Cyber,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberveilig,
Cyberverzekering,"Een verzekering die uitkeert bij financiële<br>schade die ontstaat als gevolg van een<br>datalek, virus, hack of andere cyberaanval.<br>De verzekering keert uit voor schade bij<br>de organisatie zelf, maar ook voor schade<br>die ze aan anderen moeten vergoeden.<br>Daarnaast bieden de meeste verzekeraars<br>ook dekking aan in de vorm van diensten,<br>zoals assistentie, forenische expertise,<br>herstel, juridische ondersteuning en/of<br>communicatie. De uitkering hangt af van de<br>dekking en polisvoorwaarden.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberverzekering,see also: Europese wet- en<br>regelgeving
Cyberwarfare,Digitale (genetwerkte) technieken die staten<br>gebruiken om de systemen van andere staten<br>of organisaties aan te vallen. Vaak met een<br>militair of strategisch doel.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberwarfare,
Cyberweerbaarheid,"Het vermogen om (relevante) risico's tot<br>een aanvaardbaar niveau te reduceren door<br>middel van een verzameling van maatregelen<br>om cyberincidenten te voorkomen en wanneer<br>cyberincidenten zich hebben voorgedaan<br>deze te ontdekken, schade te beperken<br>en herstel eenvoudiger te maken. Wat een<br>aanvaardbaar niveau van weerbaarheid<br>is, is de uitkomst van een risico-afweging<br>en daarop gebaseerde politieke en/of<br>bestuurlijke keuzen als het gaat om (onder<br>andere) de juiste technische, procedurele<br>of organisatorische maatregelen te kiezen.<br>Andere manieren zijn bijvoorbeeld wetgeving,<br>subsidieverlening, scholing om gebruikers te<br>bekwamen in veilig gedrag, voorlichtings- en<br>bewustwordingscampagnes, samenwerking<br>tussen partijen en normerende kaders voor<br>digitalisering van diensten en processen en<br>ontwerp van systemen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#cyberweerbaarheid,
DANE,Op DNS gebaseerde authenticatie van,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dane,
Dark web,Een besloten deel van het Internet dat,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dark-web,
DAST,Dynamic Application Security Testing.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dast,
Data breach,Engelse term voor datalek.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#data-breach,see also: Datalek
Data leak prevention,Een tool die mogelijke datalekken/data,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#data-leak-prevention,see also: Data loss
Data loss prevention,Voorkomen dat specifieke informatie,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#data-loss-prevention,
Data protection,Gegevensbescherming. Het geheel,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#data-protection,
Data Protection Impact,Engelse benaming voor de,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#data-protection-impact,see also: Gegevens
Datadiode,Netwerkapparaat dat ervoor zorgt dat<br>netwerkverkeer tussen interfaces maar in<br>één richting geïnitieerd en verzonden kan<br>worden. De datadiode kan voor verschillende<br>toepassingen gebruikt worden zoals het<br>scheiden van (geclassificeerde)netwerken om<br>datalekken tegen te gaan maar ook om data<br>uit vanuit een industriële omgeving (OT) te<br>sturen naar IT-omgevingen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#datadiode,
Datalek,"Een gangbare term voor een<br>cyberincident, veelal gebruikt in relatie tot<br>persoonsgegevens. In de context van de<br>Algemene Verordening Gegevensbescherming<br>is een datalek een leken-term voor 'inbreuk in<br>verband met persoonsgegevens', inhoudende<br>een incident waardoor de integriteit,<br>beschikbaarheid en/of vertrouwelijkheid<br>van persoonsgegevens worden aangetast.<br>Voorbeelden zijn ransomware aanvallen, of<br>een e-mail met alle geadresseerden in het<br>""To"" – veld.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#datalek,see also: Algemene<br>Verordening<br>Gegevens<br>bescherming
Dataleverancier,Een dataleverancier levert gegevens van<br>slachtoffers aan fraudeurs. Deze gegevens<br>kunnen verkregen zijn uit bestaande en<br>nieuwe datalekken of de dataleverancier<br>steelt zelf gegevens. De gegevens worden<br>voornamelijk verhandeld via het Darkweb en<br>via (veelal besloten) sociale media groepen<br>binnen Facebook en Telegram.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dataleverancier,
DDoS,Distributed Denial of Service aanval.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#ddos,see also: Distributed Denial<br>of Service aanval
Deception technology,Technologie voor het ontdekken van<br>aanvallers in digitale systemen. Bijvoorbeeld<br>door aanvallers te lokken en misleiden met<br>nepinformatie en het gebruiken van die<br>informatie om hen te ontdekken.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#deception-technology,
Deep fake,"Synthetische media waarbij de beeltenis of<br>de stem van een persoon in een bestaand<br>audiobestand, beeld of video wordt<br>vervangen door de beeltenis van iemand<br>anders.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#deep-fake,
Deep fake defence,Technologien en technieken die worden<br>ingezet om deep-fake video's en audio's te<br>detecteren en tegen te gaan.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#deep-fake-defence,
Deep learning,Een toepassing van machine-learning<br>waarbij meerdere lagen neurale netwerken<br>gebruikt worden om machines (computers)<br>te ontwerpen die kunnen leren van patronen<br>in data.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#deep-learning,
Deep packet inspection,Algemene naam voor technieken waarmee<br>men in detail gegevens analyseert die via<br>netwerken verspreid worden. Men onderzoekt<br>hierbij meer dan alleen het adres van de<br>afzender en de ontvanger. Doel is om zo meer<br>bedreigingen te kunnen opsporen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#deep-packet-inspection,
Deep web,Het deel van Internet waar geen rechtstreekse<br>verwijzingen naar toe zijn vanaf websites.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#deep-web,
