"control_id","control_name","is_enhancement","parent_control_id","baseline","baseline_levels","control_text","fedramp_assignments"
"SA-9(5)","Processing, Storage, and Service Location","true","SA-9","High","M,H","Restrict the location of [FedRAMP Assignment: information processing, information or data, AND system services] to [FedRAMP Assignment: U.S./U.S. Territories or geographic locations where there is U.S. jurisdiction] based on [FedRAMP Assignment: all High impact data, systems, or services].","information processing, information or data, AND system services
U.S./U.S. Territories or geographic locations where there is U.S. jurisdiction
all High impact data, systems, or services"
"SA-10","Developer Configuration Management","false","","High","M,H","Require the developer of the system, system component, or system service to:

    a. Perform configuration management during system, component, or service [FedRAMP Assignment: development, implementation, AND operation];

    b. Document, manage, and control the integrity of changes to [Assignment: organization-defined configuration items under configuration management];

    c. Implement only organization-approved changes to the system, component, or service;

    d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and

    e. Track security flaws and flaw resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel].

__ SA-10 Additional FedRAMP Requirements and Guidance:__

__ (e) Requirement:__ track security flaws and flaw resolution within the system, component, or service and report findings to organization-defined personnel, to include FedRAMP.","development, implementation, AND operation"
"SA-11","Developer Testing and Evaluation","false","","High","M,H","<a id=""_Hlk137639681""></a>Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to:

    a. Develop and implement a plan for ongoing security and privacy assessments;

    b. Perform [Selection (one-or-more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage];

    c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation;

    d. Implement a verifiable flaw remediation process; and

    e. Correct flaws identified during testing and evaluation.",""
"SA-11(1)","Static Code Analysis","true","SA-11","High","M,H","Require the developer of the system, system component, or system service to employ static code analysis tools to identify common flaws and document the results of the analysis.

__ SA-11(1) Additional FedRAMP Requirements:__

__ Requirement:__ The service provider must document its methodology for reviewing newly developed code for the Service in its Continuous Monitoring Plan.

__ __If Static code analysis cannot be performed (for example, when the source code is not available), then dynamic code analysis must be performed (see SA-11 (8)).",""
"SA-11(2)","Threat Modeling and Vulnerability Analyses","true","SA-11","High","M,H","Require the developer of the system, system component, or system service to perform threat modeling and vulnerability analyses during development and the subsequent testing and evaluation of the system, component, or service that:

        (a)   Uses the following contextual information: [Assignment: organization-defined information concerning impact, environment of operations, known or assumed threats, and acceptable risk levels];

        (b)   Employs the following tools and methods: [Assignment: organization-defined tools and methods];

        (c)   Conducts the modeling and analyses at the following level of rigor: [Assignment: organization-defined breadth and depth of modeling and analyses]; and

        (d)   Produces evidence that meets the following acceptance criteria: [Assignment: organization-defined acceptance criteria].",""
"SA-15","Development Process, Standards, and Tools","false","","High","M,H","a. Require the developer of the system, system component, or system service to follow a documented development process that:

        1. Explicitly addresses security and privacy requirements;

        2. Identifies the standards and tools used in the development process;

        3. Documents the specific tool options and tool configurations used in the development process; and

        4. Documents, manages, and ensures the integrity of changes to the process and/or tools used in development; and

    b. Review the development process, standards, tools, tool options, and tool configurations [FedRAMP Assignment: frequency as before first use and annually thereafter] to determine if the process, standards, tools, tool options and tool configurations selected and employed can satisfy the following security and privacy requirements: [FedRAMP Assignment: FedRAMP Security Authorization requirements].","frequency as before first use and annually thereafter
FedRAMP Security Authorization requirements"
"SA-15(3)","Criticality Analysis","true","SA-15","High","M,H","Require the developer of the system, system component, or system service to perform a criticality analysis:

        (a)   At the following decision points in the system development life cycle: [Assignment: organization-defined decision points in the system development life cycle]; and

        (b)   At the following level of rigor: [Assignment: organization-defined breadth and depth of criticality analysis].",""
"SA-16","Developer-provided Training","false","","High","H","Require the developer of the system, system component, or system service to provide the following training on the correct use and operation of the implemented security and privacy functions, controls, and/or mechanisms: [Assignment: organization-defined training].",""
"SA-17","Developer Security and Privacy Architecture and Design","false","","High","H","Require the developer of the system, system component, or system service to produce a design specification and security and privacy architecture that:

    a. Is consistent with the organization’s security and privacy architecture that is an integral part the organization’s enterprise architecture;

    b. Accurately and completely describes the required security and privacy functionality, and the allocation of controls among physical and logical components; and

    c. Expresses how individual security and privacy functions, mechanisms, and services work together to provide required security and privacy capabilities and a unified approach to protection.",""
"SA-21","Developer Screening","false","","High","H","Require that the developer of [Assignment: organization-defined system, system component, or system service]:

    a. Has appropriate access authorizations as determined by assigned [Assignment: organization-defined official government duties]; and

    b. Satisfies the following additional personnel screening criteria: [Assignment: organization-defined additional personnel screening criteria].",""
"SA-22","Unsupported System Components","false","","High","L,M,H","<a id=""_Hlk137639723""></a> a. Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or

    b. Provide the following options for alternative sources for continued support for unsupported components [Selection (one-or-more): in-house support; [Assignment: organization-defined support from external providers]].",""
"SC-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] system and communications protection policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the system and communications protection policy and the associated system and communications protection controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and communications protection policy and procedures; and

    c. Review and update the current system and communications protection:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"SC-2","Separation of System and User Functionality","false","","High","M,H","Separate user functionality, including user interface services, from system management functionality.",""
"SC-3","Security Function Isolation","false","","High","H","Isolate security functions from nonsecurity functions.",""
"SC-4","Information in Shared System Resources","false","","High","M,H","Prevent unauthorized and unintended information transfer via shared system resources.",""
"SC-5","Denial-of-service Protection","false","","High","L,M,H","a.  [FedRAMP Assignment: Protect against] the effects of the following types of denial-of-service events: [FedRAMP Assignment: at a minimum: ICMP (ping) flood, SYN flood, slowloris, buffer overflow attack, and volume attack] and;

    b. Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event].","Protect against
at a minimum: ICMP (ping) flood, SYN flood, slowloris, buffer overflow attack, and volume attack"
"SC-7","Boundary Protection","false","","High","L,M,H","1.  Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces with

    b. Implement subnetworks for publicly accessible system components that are [Assignment: physically; logically] separated from internal organizational networks; and

    c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.

__ SC-7 Additional FedRAMP Requirements and Guidance:__

__ (b) Guidance:__ SC-7 (b) should be met by subnet isolation. A subnetwork (subnet) is a physically or logically segmented section of a larger network defined at TCP/IP Layer 3, to both minimize traffic and, important for a FedRAMP Authorization, add a crucial layer of network isolation. Subnets are distinct from VLANs (Layer 2), security groups, and VPCs and are specifically required to satisfy SC-7 part b and other controls.

__ __See the FedRAMP Subnets White Paper (<https://www.fedramp.gov/assets/resources/documents/FedRAMP_subnets_white_paper.pdf>) for additional information.",""
"SC-7(3)","Access Points","true","SC-7","High","M,H","Limit the number of external network connections to the system.",""
"SC-7(4)","External Telecommunications Services","true","SC-7","High","M,H","(a)   Implement a managed interface for each external telecommunication service;

        (b)   Establish a traffic flow policy for each managed interface;

        (c)   Protect the confidentiality and integrity of the information being transmitted across each interface;

        (d)   Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need;

        (e)   Review exceptions to the traffic flow policy [FedRAMP Assignment: at least every ninety (90) days or whenever there is a change in the threat environment that warrants a review of the exceptions] and remove exceptions that are no longer supported by an explicit mission or business need;

        (f)   Prevent unauthorized exchange of control plane traffic with external networks;

        (g)   Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks; and

        (h)   Filter unauthorized control plane traffic from external networks.","at least every ninety (90) days or whenever there is a change in the threat environment that warrants a review of the exceptions"
"SC-7(5)","Deny by Default — Allow by Exception","true","SC-7","High","M,H","Deny network communications traffic by default and allow network communications traffic by exception [Selection (one-or-more): at managed interfaces; for [FedRAMP Assignment: any systems].

__ SC-7 (5) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ For JAB Authorization, CSPs shall include details of this control in their Architecture Briefing","any systems"
"SC-7(7)","Split Tunneling for Remote Devices","true","SC-7","High","M,H","Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using [Assignment: organization-defined safeguards].",""
"SC-7(8)","Route Traffic to Authenticated Proxy Servers","true","SC-7","High","M,H","Route [Assignment: organization-defined internal communications traffic] to [FedRAMP Assignment: any network outside of organizational control and any network outside the authorization boundary] through authenticated proxy servers at managed interfaces.

SC-7(8) Control Summary Information

Responsible Role:

Parameter SC-7(8)-1:

Parameter SC-7(8)-2:

Implementation Status (check all that apply):

Implemented

Partially Implemented

Planned

Alternative implementation

Not Applicable

Control Origination (check all that apply):

Service Provider Corporate

Service Provider System Specific

Service Provider Hybrid (Corporate and System Specific)

Configured by Customer (Customer System Specific)

Provided by Customer (Customer System Specific)

Shared (Service Provider and Customer Responsibility)

Inherited from pre-existing FedRAMP Authorization for [Click here to enter text], Date of Authorization

**SC-7(8) What is the solution and how is it implemented?**","any network outside of organizational control and any network outside the authorization boundary"
"SC-7(10)","Prevent Exfiltration","true","SC-7","High","H","(a)   Prevent the exfiltration of information; and

        (b)   Conduct exfiltration tests [Assignment: organization-defined frequency].",""
"SC-7(12)","Host-based Protection","true","SC-7","High","M,H","Implement [FedRAMP Assignment: Host Intrusion Prevention System (HIPS), Host Intrusion Detection System (HIDS), or minimally a host-based firewall] at [Assignment: organization-defined system components].","Host Intrusion Prevention System (HIPS), Host Intrusion Detection System (HIDS), or minimally a host-based firewall"
"SC-7(18)","Fail Secure","true","SC-7","High","M,H","Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.",""
"SC-7(20)","Dynamic Isolation and Segregation","true","SC-7","High","H","Provide the capability to dynamically isolate [Assignment: organization-defined system components] from other system components.",""
"SC-7(21)","Isolation of System Components","true","SC-7","High","H","Employ boundary protection mechanisms to isolate [Assignment: organization-defined system components] supporting [Assignment: organization-defined missions and/or business functions].",""
"SC-8","Transmission Confidentiality and Integrity","false","","High","L,M,H","Protect the [FedRAMP Assignment: confidentiality AND integrity] of transmitted information.

__ SC-8 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ For each instance of data in transit, confidentiality AND integrity should be through cryptography as specified in SC-8 (1), physical means as specified in SC-8 (5), or in combination.

For clarity, this control applies to all data in transit. Examples include the following data flows:

- Crossing the system boundary
- Between compute instances - including containers
- From a compute instance to storage
- Replication between availability zones
- Transmission of backups to storage
- From a load balancer to a compute instance
- Flows from management tools required for their work – e.g. log collection, scanning, etc.

The following applies only when choosing SC-8 (5) in lieu of SC-8 (1).

FedRAMP-Defined Assignment / Selection Parameters

SC-8 (5)-1 [a hardened or alarmed carrier Protective Distribution System (PDS) when outside of Controlled Access Area (CAA)]

SC-8 (5)-2 [prevent unauthorized disclosure of information AND detect changes to information]

__ Guidance:__ SC-8 (5) applies when physical protection has been selected as the method to protect confidentiality and integrity. For physical protection, data in transit must be in either a Controlled Access Area (CAA), or a Hardened or alarmed PDS.

Hardened or alarmed PDS: Shall be as defined in SECTION X - CATEGORY 2 PDS INSTALLATION GUIDANCE of CNSSI No.7003, titled PROTECTED DISTRIBUTION SYSTEMS (PDS). Per the CNSSI No. 7003 Section VIII, PDS must originate and terminate in a Controlled Access Area (CAA).

        Controlled Access Area (CAA): Data will be considered physically protected, and in a CAA if it meets Section 2.3 of the DHS’s Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies. CSPs can meet Section 2.3 of the DHS’ recommended practice by satisfactory implementation of the following controls PE-2 (1), PE-2 (2), PE-2 (3), PE-3 (2), PE-3 (3), PE-6 (2), and PE-6 (3). Note: When selecting SC-8 (5), the above SC-8(5), and the above referenced PE controls must be added to the SSP. CNSSI No.7003 can be accessed here: [https://www.dcsa.mil/Portals/91/documents/ctp/nao/CNSSI_7003_PDS_September_2015.pdf](https://www.dcsa.mil/Portals/91/documents/ctp/nao/CNSSI_7003_PDS_September_2015.pdf) DHS Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies can be accessed here: [https://us-cert.cisa.gov/sites/default/files/FactSheets/NCCIC%20ICS_FactSheet_Defense_in_Depth_Strategies_S508C.pdf](https://us-cert.cisa.gov/sites/default/files/FactSheets/NCCIC%20ICS_FactSheet_Defense_in_Depth_Strategies_S508C.pdf).","confidentiality AND integrity"
"SC-8(1)","Cryptographic Protection","true","SC-8","High","L,M,H","Implement cryptographic mechanisms to [FedRAMP Assignment: prevent unauthorized disclosure of information AND detect changes to information] during transmission.

__ SC-8 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See M-22-09, including “Agencies encrypt all DNS requests and HTTP traffic within their environment” SC-8 (1) applies when encryption has been selected as the method to protect confidentiality and integrity. Otherwise refer to SC-8 (5). SC-8 (1) is strongly encouraged.

__ Guidance:__ Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)

__ Guidance:__ When leveraging encryption from the underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

__ Requirement:__ Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data At Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.","prevent unauthorized disclosure of information AND detect changes to information"
"SC-10","Network Disconnect","false","","High","M,H","Terminate the network connection associated with a communications session at the end of the session or after [FedRAMP Assignment: no longer than ten (10) minutes for privileged sessions and no longer than fifteen (15) minutes for user sessions] of inactivity.","no longer than ten (10) minutes for privileged sessions and no longer than fifteen (15) minutes for user sessions"
"SC-12","Cryptographic Key Establishment and Management","false","","High","L,M,H","Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: [FedRAMP Assignment: In accordance with Federal requirements].

__ SC-12 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See references in NIST 800-53 documentation.

__ Guidance:__ Must meet applicable Federal Cryptographic Requirements. See References Section of control.

__ Guidance:__ Wildcard certificates may be used internally within the system, but are not permitted for external customer access to the system.","In accordance with Federal requirements"
"SC-12(1)","Availability","true","SC-12","High","H","Maintain availability of information in the event of the loss of cryptographic keys by users.",""
"SC-13","Cryptographic Protection","false","","High","L,M,H","a. Determine the [Assignment: organization-defined cryptographic uses]; and

    b. Implement the following types of cryptography required for each specified cryptographic use: [FedRAMP Assignment: FIPS-validated or NSA-approved cryptography].

__ SC-13 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ This control applies to all use of cryptography. In addition to encryption, this includes functions such as hashing, random number generation, and key generation. Examples include the following:

- Encryption of data
- Decryption of data
- Generation of one time passwords (OTPs) for MFA
- Protocols such as TLS, SSH, and HTTPS

__ __The requirement for FIPS 140 validation, as well as timelines for acceptance of FIPS 140-2, and 140-3 can be found at the NIST Cryptographic Module Validation Program (CMVP). <https://csrc.nist.gov/projects/cryptographic-module-validation-program>.

__ Guidance:__ For NSA-approved cryptography, the National Information Assurance Partnership (NIAP) oversees a national program to evaluate Commercial IT Products for Use in National Security Systems. The NIAP Product Compliant List can be found at the following location: <https://www.niap-ccevs.org/Product/index.cfm>.

__ Guidance:__ When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

__ Guidance:__ Moving to non-FIPS CM or product is acceptable when:

- FIPS validated version has a known vulnerability
- Feature with vulnerability is in use
- Non-FIPS version fixes the vulnerability
- Non-FIPS version is submitted to NIST for FIPS validation
- POA&M is added to track approval, and deployment when ready

__ Guidance:__ At a minimum, this control applies to cryptography in use for the following controls: AU-9(3), CP-9(8), IA-2(6), IA-5(1), MP-5, SC-8(1), and SC-28(1).","FIPS-validated or NSA-approved cryptography"
"SC-15","Collaborative Computing Devices and Applications","false","","High","L,M,H","a. Prohibit remote activation of collaborative computing devices and applications with the following exceptions: [FedRAMP Assignment: no exceptions for computing devices]; and

    b. Provide an explicit indication of use to users physically present at the devices.

__ SC-15 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The information system provides disablement (instead of physical disconnect) of collaborative computing devices in a manner that supports ease of use.","no exceptions for computing devices"
"SC-17","Public Key Infrastructure Certificates","false","","High","M,H","a. Issue public key certificates under an [Assignment: organization-defined certificate policy] or obtain public key certificates from an approved service provider; and

    b. Include only approved trust anchors in trust stores or certificate stores managed by the organization.",""
"SC-18","Mobile Code","false","","High","M,H","a. Define acceptable and unacceptable mobile code and mobile code technologies; and

    b. Authorize, monitor, and control the use of mobile code within the system.",""
"SC-20","Secure Name/Address Resolution Service (Authoritative Source)","false","","High","L,M,H","a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and

    b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.

__ SC-20 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ SC-20 applies to use of external authoritative DNS to access a CSO from outside the boundary.

__ Guidance:__ External authoritative DNS servers may be located outside an authorized environment. Positioning these servers inside an authorized boundary is encouraged.

__ Guidance:__ CSPs are recommended to self-check DNSSEC configuration through one of many available analyzers such as Sandia National Labs (<https://dnsviz.net>)

__ Requirement:__ Control Description should include how DNSSEC is implemented on authoritative DNS servers to supply valid responses to external DNSSEC requests.

__ Requirement:__ Authoritative DNS servers must be geolocated in accordance with SA-9 (5).",""
"SC-21","Secure Name/Address Resolution Service (Recursive or Caching Resolver)","false","","High","L,M,H","Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.

__ SC-21 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Accepting an unsigned reply is acceptable

__ Guidance:__ SC-21 applies to use of internal recursive DNS to access a domain outside the boundary by a component inside the boundary. DNSSEC resolution to access a component inside the boundary is excluded.

__ Requirement:__ Control description should include how DNSSEC is implemented on recursive DNS servers to make DNSSEC requests when resolving DNS requests from internal components to domains external to the CSO boundary.

- If the reply is signed, and fails DNSSEC, do not use the reply
- If the reply is unsigned:
  - CSP chooses the policy to apply.

__ Requirement:__ Internal recursive DNS servers must be located inside an authorized environment. It is typically within the boundary, or leveraged from an underlying IaaS/PaaS.",""
"SC-22","Architecture and Provisioning for Name/Address Resolution Service","false","","High","L,M,H","Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.",""
"SC-23","Session Authenticity","false","","High","M,H","Protect the authenticity of communications sessions.",""
"SC-24","Fail in Known State","false","","High","H","Fail to a [Assignment: organization-defined known system state] for the following failures on the indicated components while preserving [Assignment: organization-defined system state information] in failure: [list of organization-defined types of system failures on organization-defined system components].",""
"SC-28","Protection of Information at Rest","false","","High","L,M,H","Protect the [FedRAMP Assignment: confidentiality AND integrity] of the following information at rest: [Assignment: organization-defined information at rest].

__ SC-28 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ The organization supports the capability to use cryptographic mechanisms to protect information at rest.

__ Guidance:__ When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

__ Guidance:__ Note that this enhancement requires the use of cryptography in accordance with SC-13.","confidentiality AND integrity"
"SC-28(1)","Cryptographic Protection","true","SC-28","High","L,M,H","Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [FedRAMP Assignment: all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels]: [Assignment: organization-defined information].

__ SC-28 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Organizations should select a mode of protection that is targeted towards the relevant threat scenarios.

Examples:

A. Organizations may apply full disk encryption (FDE) to a mobile device where the primary threat is loss of the device while storage is locked.

B. For a database application housing data for a single customer, encryption at the file system level would often provide more protection than FDE against the more likely threat of an intruder on the operating system accessing the storage.

C. For a database application housing data for multiple customers, encryption with unique keys for each customer at the database record level may be more appropriate.","all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels"
"SC-39","Process Isolation","false","","High","L,M,H","Maintain a separate execution domain for each executing system process.",""
"SC-45","System Time Synchronization","false","","High","M,H","Synchronize system clocks within and between systems and system components.",""
"SC-45(1)","Synchronization with Authoritative Time Source","true","SC-45","High","M,H","(a)   Compare the internal system clocks [FedRAMP Assignment: At least hourly] with [FedRAMP Assignment: [http://tf.nist.gov/tf-cgi/servers.cgi](http://tf.nist.gov/tf-cgi/servers.cgi)]; and

        (b)   Synchronize the internal system clocks to the authoritative time source when the time difference is greater than [FedRAMP Assignment: any difference].

__ SC-45(1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Synchronization of system clocks improves the accuracy of log analysis.

__ Requirement:__ The service provider selects primary and secondary time servers used by the NIST Internet time service. The secondary server is selected from a different geographic region than the primary server.

__ Requirement:__ The service provider synchronizes the system clocks of network computers that run operating systems other than Windows to the Windows Server Domain Controller emulator or to the same time source for that server.","At least hourly
[http://tf.nist.gov/tf-cgi/servers.cgi
any difference"
"SI-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] system and information integrity policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and

    c. Review and update the current system and information integrity:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"SI-2","Flaw Remediation","false","","High","L,M,H","a. Identify, report, and correct system flaws;

    b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;

    c. Install security-relevant software and firmware updates within [FedRAMP Assignment: within thirty (30) days of release of updates] of the release of the updates; and

    d. Incorporate flaw remediation into the organizational configuration management process.","within thirty (30) days of release of updates"
"SI-2(2)","Automated Flaw Remediation Status","true","SI-2","High","M,H","Determine if system components have applicable security-relevant software and firmware updates installed using [Assignment: organization-defined automated mechanisms].[FedRAMP Assignment: at least monthly]","at least monthly"
"SI-2(3)","Time to Remediate Flaws and Benchmarks for Corrective Actions","true","SI-2","High","M,H","(a)   Measure the time between flaw identification and flaw remediation; and

        (b)   Establish the following benchmarks for taking corrective actions: [Assignment: organization-defined benchmarks].",""
"SI-3","Malicious Code Protection","false","","High","L,M,H","a. Implement [FedRAMP Assignment: signature based and non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;

    b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;

    c. Configure malicious code protection mechanisms to:

        1. Perform periodic scans of the system [FedRAMP Assignment: at least weekly] and real-time scans of files from external sources at [FedRAMP Assignment: to include endpoints and network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and

        2. <a id=""_Hlk141352232""></a>[FedRAMP Assignment: [to include blocking and quarantining malicious code]; and send alert to [FedRAMP Assignment: [administrator or defined security personnel near-real time] in response to malicious code detection; and

    d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.","signature based and non-signature based
at least weekly
to include endpoints and network entry and exit points
[to include blocking and quarantining malicious code
[administrator or defined security personnel near-real time"
"SI-4","System Monitoring","false","","High","L,M,H","a. Monitor the system to detect:

        1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and

        2. Unauthorized local, network, and remote connections;

    b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];

    c. Invoke internal monitoring capabilities or deploy monitoring devices:

        1. Strategically within the system to collect organization-determined essential information; and

        2. At ad hoc locations within the system to track specific types of transactions of interest to the organization;

    d. Analyze detected events and anomalies;

    e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;

    f. Obtain legal opinion regarding system monitoring activities; and

    g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one-or-more): as needed; [Assignment: organization-defined frequency]].

__ SI-4 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See US-CERT Incident Response Reporting Guidelines.",""
"SI-4(1)","System-wide Intrusion Detection System","true","SI-4","High","M,H","Connect and configure individual intrusion detection tools into a system-wide intrusion detection system.",""
"SI-4(2)","Automated Tools and Mechanisms for Real-time Analysis","true","SI-4","High","M,H","Employ automated tools and mechanisms to support near real-time analysis of events.",""
"SI-4(4)","Inbound and Outbound Communications Traffic","true","SI-4","High","M,H","(a)   Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic;

        (b)   Monitor inbound and outbound communications traffic [FedRAMP Assignment: continuously] for [Assignment: organization-defined unusual or unauthorized activities or conditions].","continuously"
"SI-4(5)","System-generated Alerts","true","SI-4","High","M,H","Alert [Assignment: organization-defined personnel or roles] when the following system-generated indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].

__ SI-4 (5) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ In accordance with the incident response plan.",""
"SI-4(10)","Visibility of Encrypted Communications","true","SI-4","High","H","Make provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined system monitoring tools and mechanisms].

__ SI-4 (10) Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The service provider must support Agency requirements to comply with M-21-31 (<https://www.whitehouse.gov/wp-content/uploads/2021/08/M-21-31-Improving-the-Federal-Governments-Investigative-and-Remediation-Capabilities-Related-to-Cybersecurity-Incidents.pdf>) and M-22-09 (<https://www.whitehouse.gov/wp-content/uploads/2022/01/M-22-09.pdf>).",""
"SI-4(11)","Analyze Communications Traffic Anomalies","true","SI-4","High","H","Analyze outbound communications traffic at the external interfaces to the system and selected [Assignment: organization-defined interior points within the system] to discover anomalies.",""
"SI-4(12)","Automated Organization-generated Alerts","true","SI-4","High","H","Alert [Assignment: organization-defined personnel or roles] using [Assignment: organization-defined automated mechanisms] when the following indications of inappropriate or unusual activities with security or privacy implications occur: [Assignment: organization-defined activities that trigger alerts].",""
"SI-4(14)","Wireless Intrusion Detection","true","SI-4","High","H","Employ a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises or breaches to the system.",""
"SI-4(16)","Correlate Monitoring Information","true","SI-4","High","M,H","Correlate information from monitoring tools and mechanisms employed throughout the system.",""
"SI-4(18)","Analyze Traffic and Covert Exfiltration","true","SI-4","High","M,H","Analyze outbound communications traffic at external interfaces to the system and at the following interior points to detect covert exfiltration of information: [Assignment: organization-defined interior points within the system].",""
"SI-4(19)","Risk for Individuals","true","SI-4","High","H","Implement [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.",""
"SI-4(20)","Privileged Users","true","SI-4","High","H","Implement the following additional monitoring of privileged users: [Assignment: organization-defined additional monitoring].",""
"SI-4(22)","Unauthorized Network Services","true","SI-4","High","H","(a)   Detect network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes]; and

        (b)   [Selection (one-or-more): Audit; Alert [Assignment: organization-defined personnel or roles]] when detected.",""
"SI-4(23)","Host-based Devices","true","SI-4","High","M,H","Implement the following host-based monitoring mechanisms at [Assignment: organization-defined system components]: [Assignment: organization-defined host-based monitoring mechanisms].",""
