"task_id","phase_id","phase_name","task_statement","content"
"S-5","S","Select","Develop and implement a system-level strategy for monitoring control effectiveness that is consistent with and supplements the organizational continuous monitoring strategy.","**Potential Inputs:** Organizational risk management strategy; organizational continuous monitoring strategy; organization- and system-level risk assessment results; security and privacy plans; organizational security and privacy policies. **Expected Outputs:** Continuous monitoring strategy for the system including time-based trigger for ongoing authorization. **Primary Responsibility:** System Owner; Common Control Provider. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Chief Information Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy; Authorizing Official or Authorizing Official Designated Representative; Information Owner or Steward; Security Architect; Privacy Architect; Systems Security Engineer; Privacy Engineer; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Development/Acquisition. Existing – Operations/Maintenance. **Discussion:** An important aspect of risk management is the ongoing monitoring of controls implemented within or inherited by an information system. An effective continuous monitoring strategy at the system level is developed and implemented in coordination with the organizational continuous monitoring strategy early in the SDLC (i.e., during initial system design or procurement decision). The system-level continuous monitoring strategy is consistent with and supplements the continuous monitoring strategy for the organization. The system-level strategy addresses monitoring those controls for which monitoring is not provided as part of the continuous monitoring strategy and implementation for the organization. The system-level strategy identifies the frequency of monitoring for controls not addressed by the organization-level strategy and defines the approach to be used for assessing those controls. The systemlevel continuous monitoring strategy, consistent with the organizational monitoring strategy, defines how changes to the system and the environment of operation81 are to be monitored; how risk assessments are <sup>81</sup> Changes to the operating environment (including the supply chain) may create vulnerabilities (e.g., availability of software patches, changes in supplier ownership providing services, maintenance, repair parts or other support). to be conducted; and the security and privacy posture reporting requirements including recipients of the reports. The system-level continuous monitoring strategy can be included in security and privacy plans.82 ________________________________________________________________________________________________ For controls that are not addressed by the organizational continuous monitoring strategy, the systemlevel continuous monitoring strategy identifies the criteria for determining the frequency with which controls are monitored post-implementation and the plan for the ongoing assessment of those controls. The criteria are established by the system owner or common control provider in collaboration with other organizational officials (e.g., the authorizing official or designated representative; senior accountable official for risk management or risk executive [function]; senior agency information security officer; senior agency official for privacy; and chief information officer). The frequency criteria at the system level reflect organizational priorities and the importance of the system to the organization's operations and assets, individuals, other organizations, and the Nation. Controls that are volatile (i.e., where the control or the control implementation is most likely to change over time),83 critical to certain aspects of the protection needs for the organization, or identified in plans of action and milestones, may require more frequent assessment. The approach to control assessments during continuous monitoring may include reuse of assessment procedures and results that supported the initial authorization decision; detection of the status of system elements; and analysis of historical and operational data. The authorizing official or designated representative approves the continuous monitoring strategy and the minimum frequency with which each control is to be monitored. The approval of the strategy can be obtained in conjunction with the security and privacy plan approval. The monitoring of controls begins at the start of the operational phase of the SDLC and continues through the disposal phase. **References:** [SP 800-30]; [SP 800-39] (Organization, Mission or Business Process, System Levels); [SP 800- 53]; [SP 800-53A]; [SP 800-137]; [SP 800-161]; [IR 8011 v1]; [CNSSI 1253]; [NIST CSF] (Core [Detect Function]). #### **PLAN REVIEW AND APPROVAL** -"
"S-6","S","Select","Review and approve the security and privacy plans for the system and the environment of operation.","**Potential Inputs:** Security and privacy plans; organization- and system-level risk assessment results. **Expected Outputs:** Security and privacy plans approved by the authorizing official. **Primary Responsibility:** Authorizing Official or Authorizing Official Designated Representative. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Chief Information Officer; Chief Acquisition Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy. **System Development Life Cycle Phase:** New – Development/Acquisition. Existing – Operations/Maintenance. <sup>82</sup> The Privacy Continuous Monitoring (PCM) strategy includes all of the available privacy controls implemented throughout the organization at all risk management levels (i.e., organization, mission/business process, and system). The strategy ensures that the controls are monitored on an ongoing basis by assigning an organization-defined assessment frequency to each control that is sufficient to ensure compliance with applicable privacy requirements and to manage privacy risks. If, during the development of a new system, there is a need to create or use a privacy control not included in the PCM strategy, the senior agency official for privacy is consulted to determine whether it is appropriate for the proposed use case. If there is a decision to implement a new privacy control, the organization's PCM strategy is updated to include the new control with an organization-defined monitoring frequency. <sup>83</sup> Volatility is most prevalent in those controls implemented in the hardware, software and firmware elements of the system. For example, replacing or upgrading an operating system, a database system, application, or a network router may change the security controls provided by the vendor or original equipment manufacturer. Configuration settings may also require adjustments as organizational missions, business functions, threats, risks, and risk tolerance change. **Discussion:** The security and privacy plan review by the authorizing official or designated representative with support from the senior accountable official for risk management or risk executive (function), chief information officer, senior agency information security officer, and senior agency official for privacy, determines if the plans are complete, consistent, and satisfy the stated security and privacy requirements for the system. Based on the results from this review, the authorizing official or designated representative may recommend changes to the security and privacy plans. If the plans are unacceptable, the system owner or common control provider make appropriate changes to the plans. If the plans are acceptable, the authorizing official or designated representative approves the plans. ________________________________________________________________________________________________ The acceptance of the security and privacy plans represents an important milestone in the SDLC and risk management process. The authorizing official or designated representative, by approving the plans, agrees to the set of controls (i.e., system-specific, hybrid, or common controls) and the description of the proposed implementation of the controls to meet the security and privacy requirements for the system and the environment in which the system operates. 84 The approval of the plans allows the risk management process to proceed to the RMF *Implement* step. The approval of the plans also establishes the level of effort required to successfully complete the remainder of the RMF steps and provides the basis of the security and privacy specifications for the acquisition of the system or individual system elements. **References:** [SP 800-30]; [SP 800-53]; [SP 800-160 v1] (System Requirements Definition, Architecture Definition, and Design Definition Processes). <sup>84</sup> After the initial review and approval of the system security plan by the authorizing official, any subsequent authorization-related actions (e.g., reauthorizations or ongoing authorizations) provide an inherent review and approval of the system security plan since it is included in the authorization package. ### **3.4 IMPLEMENT** #### **Purpose** ________________________________________________________________________________________________ The purpose of the *Implement*step is to implement the controls in the security and privacy plans for the system and for the organization and to document in a baseline configuration, the specific details of the control implementation. ### **IMPLEMENT TASKS** Table 5 provides a summary of tasks and expected outcomes for the RMF *Implement* step. Applicable Cybersecurity Framework constructs are also provided. | Tasks | Outcomes | | --- | --- | | TASK I-1 • | Controls specified in the security and privacy plans are | | CONTROL IMPLEMENTATION | implemented. | | | [Cybersecurity Framework: PR.IP-1]"
"I-1","I","Implement","Implement the controls in the security and privacy plans.","**Potential Inputs:** Approved security and privacy plans; system design documents; organizational security and privacy policies and procedures; business impact or criticality analyses; enterprise architecture information; security architecture information; privacy architecture information; list of security and privacy requirements allocated to the system, system elements; and environment of operation; system element information; system component inventory; organization- and system-level risk assessment results. **Expected Outputs:** Implemented controls. **Primary Responsibility:** System Owner; Common Control Provider. **Supporting Roles:** Information Owner or Steward; Security Architect; Privacy Architect; Systems Security Engineer; Privacy Engineer; System Security Officer; System Privacy Officer; Enterprise Architect; System Administrator. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. ________________________________________________________________________________________________ **Discussion:** Organizations implement the controls as described in the security and privacy plans. The control implementation is consistent with the organization's enterprise architecture and associated security and privacy architectures. Organizations use best practices when implementing controls, including systems security and privacy engineering methodologies, concepts, and principles. Risk assessments guide and inform decisions regarding the cost, benefit, and risk trade-offs in using different technologies or policies for control implementation. Organizations also ensure that mandatory configuration settings are established and implemented on system elements in accordance with federal and organizational policies. When organizations have no direct control over what controls are implemented in a system element, for example, in commercial off-the-shelf products, organizations consider the use of system elements that have been tested, evaluated, or validated by approved, independent, third-party assessment facilities (e.g., NIST Cryptographic Module Validation Program Testing Laboratories, National Information Assurance Partnership Common Criteria Testing Laboratories). The tests, evaluations, and validations consider products in specific configurations and in isolation; control implementation addresses how the product is integrated into the system while preserving security functionality and assurance. Organizations also address, where applicable, assurance requirements when implementing controls. Assurance requirements are directed at the activities that control developers and implementers carry out to increase the level of confidence that the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security and privacy requirements for the system. The assurance requirements address quality of the design, development, and implementation of the controls. 85 For the common controls inherited by the system, systems security and privacy engineers with support from system security and privacy officers, coordinate with the common control provider to determine the most appropriate way to implement common controls. System owners can refer to the authorization packages prepared by common control providers when making determinations regarding the adequacy of common controls inherited by their systems. During implementation, it may be determined that common controls previously selected to be inherited by the system do not meet the specified security or privacy requirements for the system. For common controls that do not meet the requirements for the system inheriting the controls or when common controls have unacceptable deficiencies, the system owners identify compensating or supplementary controls to be implemented. System owners can supplement the common controls with system-specific or hybrid controls to achieve the required protection for their systems or they can accept greater risk with the acknowledgement and approval of the organization. Risk assessments may determine how gaps in security or privacy requirements between systems and common controls affect the risk associated with the system, and how to prioritize the need for compensating or supplementary controls to mitigate specific risks. Consistent with the flexibility allowed in applying the tasks in the RMF, organizations conduct initial control assessments during system development and implementation. Conducting such assessments in parallel with the development and implementation phases of the SDLC facilitates early identification of deficiencies and provides a cost-effective method for initiating corrective actions. Issues discovered during these assessments can be referred to authorizing officials for resolution. The results of the initial control assessments can also be used during the authorize step to a"
"I-2","I","Implement","Document changes to planned control implementations based on the ""as-implemented"" state of controls.","________________________________________________________________________________________________ **Potential Inputs:** Security and privacy plans; information from control implementation efforts. **Expected Outputs:** Security and privacy plans updated with implementation detail sufficient for use by assessors; system configuration baseline. **Primary Responsibility:** System Owner; Common Control Provider. **Supporting Roles:** Information Owner or Steward; Security Architect; Privacy Architect; Systems Security Engineer; Privacy Engineer; System Security Officer; System Privacy Officer; Enterprise Architect; System Administrator. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** Despite the control implementation details in the security and privacy plans and the system design documents, it is not always feasible to implement controls as planned. Therefore, as control implementations are carried out, the security and privacy plans are updated with as-implemented control implementation details. The updates include revised descriptions of implemented controls including changes to planned inputs, expected behavior, and expected outputs with sufficient detail to support control assessments. Documenting the ""as implemented"" control information is essential to providing the capability to determine when there are changes to the controls, whether those changes are authorized, and the impact of the changes on the security and privacy posture of the system and the organization. **References:** [SP 800-53]; [SP 800-128]; [SP 800-160 v1] (Implementation, Integration, Verification, and Transition, Configuration Management Processes). ### **3.5 ASSESS** #### **Purpose** ________________________________________________________________________________________________ The purpose of the *Assess* step is to determine if the controls selected for implementation are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security and privacy requirements for the system and the organization. ### **ASSESS TASKS** Table 6 provides a summary of tasks and expected outcomes for the RMF *Assess* step. Applicable Cybersecurity Framework constructs are also provided. | TABLE 6: ASSESS TASKS AND OUTCOMES | | --- | | Tasks | Outcomes | | --- | --- | | • TASK A-1 | An assessor or assessment team is selected to conduct the | | ASSESSOR SELECTION | control assessments. | | • | The appropriate level of independence is achieved for the | | | assessor or assessment team selected. | | TASK A-2 • | Documentation needed to conduct the assessments is provided | | ASSESSMENT PLAN | to the assessor or assessment team. | | • | Security and privacy assessment plans are developed and | | | documented. | | • | Security and privacy assessment plans are reviewed and | | | approved to establish the expectations for the control | | | assessments and the level of effort required. | | TASK A-3 • | Control assessments are conducted in accordance with the | | CONTROL ASSESSMENTS | security and privacy assessment plans. | | • | Opportunities to reuse assessment results from previous | | | assessments to make the risk management process timely and | | | cost-effective are considered. | | • | Use of automation to conduct control assessments is maximized | | | to increase speed, effectiveness, and efficiency of assessments. | | TASK A-4 • | Security and privacy assessment reports that provide findings | | ASSESSMENT REPORTS | and recommendations are completed. | | TASK A-5 • | Remediation actions to address deficiencies in the controls | | REMEDIATION ACTIONS | implemented in the system and environment of operation are | | | taken. | | • | Security and privacy plans are updated to reflect control | | | implementation changes made based on the assessments and | | | subsequent remediation actions. | | | [Cybersecurity Framework: Profile] | | TASK A-6 • | A plan of action and milestones detailing remediation plans for | | PLAN OF ACTION AND MILESTONES | unacceptable risks identified in security and privacy assessment | | | reports is developed. | | | [Cybersecurity Framework: ID.RA-6] | **Quick link to summary table for RMF tasks, responsibilities, and supporting roles.** #### **ASSESSOR SELECTION**"
"A-1","A","Assess","Select the appropriate assessor or assessment team for the type of control assessment to be conducted.","________________________________________________________________________________________________ **Potential Inputs:** Security, privacy, and SCRM plans; program management control information; common control documentation; organizational security and privacy program plans; SCRM strategy; system design documentation; enterprise, security, and privacy architecture information; security, privacy, and SCRM policies and procedures applicable to the system. **Expected Outputs:** Selection of assessor or assessment team responsible for conducting the control assessment. **Primary Responsibility:** Authorizing Official or Authorizing Official Designated Representative. **Supporting Roles:** Chief Information Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** Organizations consider both the technical expertise and level of independence87 required in selecting control assessors.88 Organizations ensure that control assessors possess the required skills and technical expertise to develop effective assessment plans and to conduct assessments of program management, system-specific, hybrid, and common controls, as appropriate. This includes general knowledge of risk management concepts and approaches as well as comprehensive knowledge of and experience with the hardware, software, and firmware components implemented. In organizations where the assessment capability is centrally managed, the senior agency information security officer may have the responsibility of selecting and managing the security control assessors or assessment teams for organizational systems. As controls may be implemented to achieve security and privacy objectives, organizations consider the degree of collaboration between security control and privacy control assessors that is necessary. Organizations can conduct self-assessments of controls or obtain the services of an independent control assessor. An independent assessor is an individual or group that can conduct an impartial assessment. Impartiality means that assessors are free from perceived or actual conflicts of interest with respect to the determination of control effectiveness or the development, operation, or management of the system, common controls, or program management controls. The authorizing official determines the level of assessor independence based on applicable laws, executive orders, directives, regulations, policies, or standards. The authorizing official consults with the Office of the Inspector General, chief information officer, senior agency official for privacy, and senior agency information security officer to help guide and inform decisions regarding assessor independence. The system privacy officer is responsible for identifying assessment methodologies and metrics to determine if privacy controls are implemented correctly, operating as intended, and sufficient to ensure compliance with applicable privacy requirements and manage privacy risks. The senior agency official for privacy is responsible for conducting assessments of privacy controls and documenting the results of the assessments. At the discretion of the organization, privacy controls may be assessed by an independent assessor. However, in all cases, the senior agency official for privacy is responsible and accountable for <sup>87</sup> In accordance with [OMB A-130], an independent evaluation of privacy program and practices is not required. However, an organization may choose to employ independent privacy assessments at the organization's discretion. 88 Some organizations may select control assessors prior to the RMF *Assess* step to support control assessments at the earliest opportunity during the system life cycle. Early identification and selection of assessors allows organizations to plan for the assessment activities, including agreeing on the scope of the assessment. Organizations implementing a systems security engineering approach may also benefit from early selection of assessors to support verification and validation activities that occur throughout the system life cycle. the organization's privacy program, including any privacy functions performed by independent assessors. The senior agency official for privacy is responsible for providing privacy information to the authorizing official. ________________________________________________________________________________________________ **References:** [FIPS 199]; [SP 800-30]; [SP 800-53A]; [SP 800-55]. #### **ASSESSMENT PLAN**"
"A-2","A","Assess","Develop, review, and approve plans to assess implemented controls.","**Potential Inputs:** Security, privacy, and SCRM plans; program management control information; common control documentation; organizational security and privacy program plans; SCRM strategy; system design documentation; supply chain information; enterprise, security, and privacy architecture information; security, privacy, and SCRM policies and procedures applicable to the system. **Expected Outputs:** Security and privacy assessment plans approved by the authorizing official. **Primary Responsibility:** Authorizing Official or Authorizing Official Designated Representative; Control Assessor. **Supporting Roles:** Senior Agency Information Security Officer; Senior Agency Official for Privacy; System Owner; Common Control Provider; Information Owner or Steward; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** Security and privacy assessment plans are developed by control assessors based on the implementation information contained in security and privacy plans, program management control documentation, and common control documentation. Organizations may choose to develop a single, integrated security and privacy assessment plan for the system or the organization. An integrated assessment plan delineates roles and responsibilities for control assessment. Assessment plans also provide the objectives for control assessments and specific assessment procedures for each control. Assessment plans reflect the type of assessment the organization is conducting, including for example: developmental testing and evaluation; independent verification and validation; audits, including supply chain; assessments supporting system and common control authorization or reauthorization; program management control assessments; continuous monitoring; and assessments conducted after remediation actions. Assessment plans are reviewed and approved by the authorizing official or the designated representative of the authorizing official to help ensure that the plans are consistent with the security and privacy objectives of the organization; employ procedures, methods, techniques, tools, and automation to support continuous monitoring and near real-time risk management; and are cost-effective. Approved assessment plans establish expectations for the control assessments and the level of effort for the assessment. Approved assessment plans help to ensure that appropriate resources are applied toward determining control effectiveness while providing the necessary level of assurance in making such determinations. When controls are provided by an external provider through contracts, interagency agreements, lines of business arrangements, licensing agreements, or supply chain arrangements, the organization can request security and privacy assessment plans and assessments results or evidence from the provider. **References:** [SP 800-53A]; [SP 800-160 v1] (Verification and Validation Processes); [SP 800-161]; [IR 8011 v1]. #### **CONTROL ASSESSMENTS**"
"A-3","A","Assess","Assess the controls in accordance with the assessment procedures described in assessment plans.","________________________________________________________________________________________________ **Potential Inputs:** Security and privacy assessment plans; security and privacy plans; external assessment or audit results (if applicable). **Expected Outputs:** Completed control assessments and associated assessment evidence. **Primary Responsibility:** Control Assessor. **Supporting Roles:** Authorizing Official or Authorizing Official Designated Representative; System Owner; Common Control Provider; Information Owner or Steward; Senior Agency Information Security Officer; Senior Agency Official for Privacy; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** Control assessments determine the extent to which the selected controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting security and privacy requirements for the system and the organization. The system owner, common control provider, and/or organization rely on the technical skills and expertise of assessors to assess implemented controls using the assessment procedures specified in assessment plans and provide recommendations on how to respond to control deficiencies to reduce or eliminate identified vulnerabilities or unacceptable risks. The senior agency official for privacy serves as the control assessor for the privacy controls and is responsible for conducting an initial assessment of the privacy controls prior to system operation, and for assessing the controls periodically thereafter at a frequency sufficient to ensure compliance with privacy requirements and to manage privacy risks.89 Controls implemented to achieve both security and privacy objectives may require a degree of collaboration between security and privacy control assessors. The assessor findings are a factual reporting of whether the controls are operating as intended and whether any deficiencies90 in the controls are discovered during the assessment. Control assessments occur as early as practicable in the SDLC, preferably during the development phase. These types of assessments are referred to as developmental testing and evaluation, and validate that the controls are implemented correctly and are consistent with the established information security and privacy architectures. Developmental testing and evaluation activities include, for example, design and code reviews, regression testing, and application scanning. Deficiencies identified early in the SDLC can be resolved in a more cost-effective manner. Assessments may be needed prior to source selection during the procurement process to assess potential suppliers or providers before the organization enters into agreements or contracts to begin the development phase. The results of control assessments conducted during the SDLC can also be used (consistent with reuse criteria established by the organization) during the authorization process to avoid unnecessary delays or costly repetition of assessments. Organizations can maximize the use of automation to conduct control assessments to increase the speed, effectiveness, and efficiency of the assessments, and to support continuous monitoring of the security and privacy posture of organizational systems. Applying and assessing controls throughout the development process may be appropriate for iterative development processes. When iterative development processes (e.g., agile development) are employed, an iterative assessment may be conducted as each cycle is completed. A similar process is employed for assessing controls in commercial IT products that are used in the system. Organizations may choose to begin assessing controls prior to the complete implementation of all controls in the security and privacy plans. This type of incremental assessment is appropriate if it is more efficient or cost-effective to do so. <sup>89</sup> The senior agency official for privacy can delegate the assessment functions, consistent with applicable policies. <sup>90</sup> Only deficiencies in controls that can be exploited by threat agents are considered vulnerabilities. Common controls (i.e., controls that are inherited by the system) are assessed separately (by assessors chosen by common control providers or the organization) and need not be assessed as part of a systemlevel assessment. ________________________________________________________________________________________________ Organizations ensure that assessors have access to the information system and environment of operation where the controls are implemented and to the documentation, records, artifacts, test results, and other materials needed to assess the controls. This includes the controls implemented by external providers through contracts, interagency agreements, lines of business arrangements, licensing agreements"
"A-4","A","Assess","Prepare the assessment reports documenting the findings and recommendations from the control assessments.","**Potential Inputs:** Completed control assessments and associated assessment evidence. **Expected Outputs:** Completed security and privacy assessment reports detailing the assessor findings and recommendations. **Primary Responsibility:** Control Assessor. **Supporting Roles:** System Owner; Common Control Provider; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** The results of the security and privacy control assessments, including recommendations for correcting deficiencies in the implemented controls, are documented in the assessment reports92 by control assessors. Organizations may develop a single, integrated security and privacy assessment report. Assessment reports are key documents in the system or common control authorization package that is developed for authorizing officials. The assessment reports include information based on assessor <sup>91</sup> In accordance with [OMB A-130], an independent evaluation of privacy program and practices is not required. However, an organization may choose to employ independent privacy assessments at the organization's discretion. 92 If a comparable report meets the requirements of what is to be included in an assessment report, then the comparable report would itself constitute the assessment report. findings, necessary to determine the effectiveness of the controls implemented within or inherited by the information system. Assessment reports are an important factor in a determining risk to organizational operations and assets, individuals, other organizations, and the Nation by the authorizing official. The format and the level of detail provided in assessment reports are appropriate for the type of control assessment conducted, for example, developmental testing and evaluation; independent verification and validation; independent assessments supporting information system or common control authorizations or reauthorizations; self-assessments; assessments after remediation actions; independent evaluations or audits; and assessments during continuous monitoring. The reporting format may also be prescribed by the organization. ________________________________________________________________________________________________ Control assessment results obtained during the system development lifecycle are documented in an interim report and included in the final security and privacy assessment reports. Development of interim reports that document assessment results from relevant phases of the SDLC reinforces the concept that assessment reports are evolving documents. Interim reports are used, as appropriate, to inform the final assessment report. Organizations may choose to develop an executive summary from the control assessment findings. The executive summary provides authorizing officials and other interested individuals in the organization with an abbreviated version of the assessment reports that includes a synopsis of the assessment, findings, and the recommendations for addressing deficiencies in the controls. **References:** [SP 800-53A]; [SP 800-160 v1] (Verification and Validation Processes). #### **REMEDIATION ACTIONS**"
"A-5","A","Assess","Conduct initial remediation actions on the controls and reassess remediated controls.","**Potential Inputs:** Completed security and privacy assessment reports with findings and recommendations; security and privacy plans; security and privacy assessment plans; organization- and system-level risk assessment results. **Expected Outputs:** Completed initial remediation actions based on the security and privacy assessment reports; changes to implementations reassessed by the assessment team; updated security and privacy assessment reports; updated security and privacy plans including changes to the control implementations. **Primary Responsibility:** System Owner; Common Control Provider; Control Assessor. **Supporting Roles:** Authorizing Official or Authorizing Official Designated Representative; Senior Agency Information Security Officer; Senior Agency Official for Privacy; Senior Accountable Official for Risk Management or Risk Executive (Function); Information Owner or Steward; Systems Security Engineer; Privacy Engineer; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Development/Acquisition; Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** The security and privacy assessment reports describe deficiencies in the controls that could not be resolved during the development of the system or that are discovered post-development. Such control deficiencies may result in security and privacy risks (including supply chain risks). The findings generated during control assessments, provide information that facilitates risk responses based on organizational risk tolerance and priorities. The authorizing official, in consultation and coordination with system owners and other organizational officials, may decide that certain findings represent significant, unacceptable risk and require immediate remediation actions. Additionally, it may be possible and practical to conduct initial remediation actions for assessment findings that can be quickly and easily remediated with existing resources. If initial remediation actions are taken, assessors reassess the controls. The control reassessments determine the extent to which remediated controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security and privacy requirements for the system and the organization. The assessors update the assessment reports with the findings from the reassessment, but do not change the original assessment results. The security and privacy plans are updated based on the findings of the control assessments and any remediation actions taken. The updated plans reflect the state of the controls after the initial assessment and any modifications by the system owner or common control provider in addressing recommendations for corrective actions. At the completion of the control assessments, security and privacy plans contain an accurate description of implemented controls, including compensating controls. ________________________________________________________________________________________________ Organizations can prepare an addendum to the security and privacy assessment reports that provides an opportunity for system owners and common control providers to respond to initial assessment findings. The addendum may include, for example, information regarding initial remediation actions taken by system owners or common control providers in response to assessor findings. The addendum can also provide the system owner or common control provider perspective on the findings. This may include providing additional explanatory material, rebutting certain findings, and correcting the record. The addendum does not change or influence the initial assessor findings provided in the reports. Information provided in the addendum is considered by authorizing officials when making risk-based authorization decisions. Organizations implement a process to determine the initial actions to take regarding the control deficiencies identified during the assessment. This process can address vulnerabilities and risks, false positives, and other factors that provide useful information to authorizing officials regarding the security and privacy posture of the system and organization including the ongoing effectiveness of system-specific, hybrid, and common controls. The issue resolution process can also ensure that only substantive items are identified and transferred to the plan of actions and milestones. Findings from a system-level control assessment may necessitate an update to the system risk assessment and the organizational risk assessment.93 The updated risk assessments and any inputs from the senior accountable official for risk management or risk executive (function) determines the initial remediation actions and the prioritization of those actions. System owners and common control providers may decide, based on a system or organizational risk assessment, that certain findings are inconsequential and pres"
"A-6","A","Assess","Prepare the plan of action and milestones based on the findings and recommendations of the assessment reports.","**Potential Inputs:** Updated security and privacy assessment reports; updated security and privacy plans; organization- and system-level risk assessment results; organizational risk management strategy and risk tolerance. <sup>93</sup> Risk assessments are conducted as needed at the organizational level, mission/business level, and at the system level throughout the SDLC. Risk assessment is specified as part of the RMF *Prepare-Organization Level* step, Task P-3 and RMF *Prepare-System Level* step, Task P-14. **Expected Outputs:** A plan of action and milestones detailing the findings from the security and privacy assessment reports that are to be remediated. ________________________________________________________________________________________________ **Primary Responsibility:** System Owner; Common Control Provider. **Supporting Roles:** Information Owner or Steward; System Security Officer; System Privacy Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy; Control Assessor; Chief Acquisition Officer. **System Development Life Cycle Phase:** New – Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** The plan of action and milestones is included as part of the authorization package. The plan of action and milestones describes the actions that are planned to correct deficiencies in the controls identified during the assessment of the controls and during continuous monitoring. The plan of action and milestones includes tasks to be accomplished with a recommendation for completion before or after system authorization; resources required to accomplish the tasks; milestones established to meet the tasks; and the scheduled completion dates for the milestones and tasks. The plan of action and milestones is reviewed by the authorizing official to ensure there is agreement with the remediation actions planned to correct the identified deficiencies. It is subsequently used to monitor progress in completing the actions. Deficiencies are accepted by the authorizing official as residual risk or are remediated during the assessment or prior to submission of the authorization package to the authorizing official. Plan of action and milestones entries are not necessary when deficiencies are accepted by the authorizing official as residual risk. However, deficiencies identified during assessment and monitoring are documented in the assessment reports, which can be retained within an automated security/privacy management and reporting tool to maintain an effective audit trail. Organizations develop plans of action and milestones based on assessment results obtained from control assessments, audits, and continuous monitoring and in accordance with applicable laws, executive orders, directives, policies, regulations, standards, or guidance. Organizations implement a consistent process for developing plans of action and milestones that uses a prioritized approach to risk mitigation that is uniform across the organization. A risk assessment guides the prioritization process for items included in the plan of action and milestones. The process ensures that plans of action and milestones are informed by the security categorization of the system and security, privacy, and supply chain risk assessments; the specific deficiencies in the controls; the criticality of the identified control deficiencies (i.e., the direct or indirect effect that the deficiencies may have on the security and privacy posture of the system, and therefore, on the risk exposure of the organization; or the ability of the organization to perform its mission or business functions); and the proposed risk mitigation approach to address the identified deficiencies in the controls (e.g., prioritization of risk mitigation actions and allocation of risk mitigation resources). Risk mitigation resources include, for example, personnel, new hardware or software, and tools. **References:** [SP 800-30]; [SP 800-53A]; [SP 800-160 v1] (Verification and Validation Processes); [IR 8062]. ### **3.6 AUTHORIZE** #### **Purpose** ________________________________________________________________________________________________ The purpose of the *Authorize* step is to provide organizational accountability by requiring a senior management official to determine if the security and privacy risk (including supply chain risk) to organizational operations and assets, individuals, other organizations, or the Nation based on the operation of a system or the use of common controls, is acceptable. ### **AUTHORIZE TASKS** Table 7 provides a summary of tasks and expected outcomes for the RMF *Authorize* step. Applicable Cybersecurity Framework constructs are also provided. | Tasks | Outcomes | | --- | --- | | • TASK R-1 | An authorization package is developed for submission to the | | AUTHORIZATION PACKAGE | authorizing official. | | TASK R-2 • | A risk determination by the authorizing official that reflects the |"
