"Status","Function ID","Function Name","Function Description","Category ID","Category Name","Category Description","Subcategory ID","Subcategory","Implementation Examples","Informative References"
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.BE","Business Environment","[Withdrawn: Incorporated into GV.OC]","ID.BE-01","[Withdrawn: Incorporated into GV.OC-05]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.BE","Business Environment","[Withdrawn: Incorporated into GV.OC]","ID.BE-02","[Withdrawn: Incorporated into GV.OC-01]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.BE","Business Environment","[Withdrawn: Incorporated into GV.OC]","ID.BE-03","[Withdrawn: Incorporated into GV.OC-01]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.BE","Business Environment","[Withdrawn: Incorporated into GV.OC]","ID.BE-04","[Withdrawn: Incorporated into GV.OC-04, GV.OC-05]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.BE","Business Environment","[Withdrawn: Incorporated into GV.OC]","ID.BE-05","[Withdrawn: Incorporated into GV.OC-04]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.GV","Governance","[Withdrawn: Incorporated into GV]","ID.GV-01","[Withdrawn: Incorporated into GV.PO, GV.PO-01, GV.PO-02]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.GV","Governance","[Withdrawn: Incorporated into GV]","ID.GV-02","[Withdrawn: Incorporated into GV.OC-02, GV.RR, GV.RR-02]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.GV","Governance","[Withdrawn: Incorporated into GV]","ID.GV-03","[Withdrawn: Moved to GV.OC-03]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.GV","Governance","[Withdrawn: Incorporated into GV]","ID.GV-04","[Withdrawn: Moved to GV.RM-04]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.RM","Risk Management Strategy","[Withdrawn: Incorporated into GV.RM]","ID.RM-01","[Withdrawn: Incorporated into GV.RM-01, GV.RM-06, GV.RR-03]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.RM","Risk Management Strategy","[Withdrawn: Incorporated into GV.RM]","ID.RM-02","[Withdrawn: Incorporated into GV.RM-02, GV.RM-04]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.RM","Risk Management Strategy","[Withdrawn: Incorporated into GV.RM]","ID.RM-03","[Withdrawn: Moved into GV.RM-02]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.SC","Supply Chain Risk Management","[Withdrawn: Incorporated into GV.SC]","ID.SC-01","[Withdrawn: Incorporated into GV.RM-05, GV.SC-01, GV.SC-06, GV.SC-09, GV.SC-10]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.SC","Supply Chain Risk Management","[Withdrawn: Incorporated into GV.SC]","ID.SC-02","[Withdrawn: Incorporated into GV.OC-02, GV.SC-03, GV.SC-04, GV.SC-07, ID.RA-10]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.SC","Supply Chain Risk Management","[Withdrawn: Incorporated into GV.SC]","ID.SC-03","[Withdrawn: Moved to GV.SC-05]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.SC","Supply Chain Risk Management","[Withdrawn: Incorporated into GV.SC]","ID.SC-04","[Withdrawn: Incorporated into GV.SC-07, ID.RA-10]","",""
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.SC","Supply Chain Risk Management","[Withdrawn: Incorporated into GV.SC]","ID.SC-05","[Withdrawn: Incorporated into GV.SC-08, ID.IM-02]","",""
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AA","Identity Management, Authentication, and Access Control","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-01","Identities and credentials for authorized users, services, and hardware are managed by the organization","Ex1: Initiate requests for new access or additional access for employees, contractors, and others, and track, review, and fulfill the requests, with permission from system or data owners when needed
Ex2: Issue, manage, and revoke cryptographic certificates and identity tokens, cryptographic keys (i.e., key management), and other credentials
Ex3: Select a unique identifier for each device from immutable hardware characteristics or an identifier securely provisioned to the device
Ex4: Physically label authorized hardware with an identifier for inventory and servicing purposes","CCMv4.0: CEK-01
CCMv4.0: CEK-10
CCMv4.0: CEK-11
CCMv4.0: CEK-12
CCMv4.0: CEK-13
CCMv4.0: CEK-14
CCMv4.0: CEK-15
CCMv4.0: CEK-16
CCMv4.0: CEK-17
CCMv4.0: CEK-18
CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: CEK-21
CCMv4.0: DCS-08
CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-06
CCMv4.0: IAM-07
CCMv4.0: IAM-09
CCMv4.0: IAM-13
CCMv4.0: IAM-14
CCMv4.0: IAM-15
CCMv4.0: IAM-16
CCMv4.0: UEM-14
CIS Controls v8.0: 5.1
CIS Controls v8.0: 6.7
CIS Controls v8.1: 5.1
CIS Controls v8.1: 5.6
CIS Controls v8.1: 6.7
CRI Profile v2.0: PR.AA-01
CRI Profile v2.0: PR.AA-01.01
CRI Profile v2.0: PR.AA-01.02
CSF v1.1: PR.AC-1
IRP: IRP-Sec-4
IRP: IRP-Sec-4
IRP: IRP-Sec-4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.15
ISO/IEC 27001:2022: Annex A Controls: 5.18
ISO/IEC 27001:2022: Annex A Controls: 8.2
ISO/IEC 27001:2022: Annex A Controls: 8.5
NICE Framework: DD-WRL-001
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-013
NICE Framework: OG-WRL-014
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM06-2025
PCI DSS: 8.2.1
PCI DSS: 8.6.2
PCI DSS: 8.6.3
PCI DSS: 3.6.1
PCI DSS: 3.6.1.1
PCI DSS: 3.6.1.2
PCI DSS: 3.6.1.3
PCI DSS: 3.6.1.4
PCI DSS: 9.5.1.1
PCI DSS: 12.5.1
SCF: IAC-02
SCF: IAC-03
SCF: IAC-04
SCF: IAC-05
SP 800-171 Rev 3: 03.01.01
SP 800-171 Rev 3: 03.05.01
SP 800-171 Rev 3: 03.05.02
SP 800-171 Rev 3: 03.05.03
SP 800-171 Rev 3: 03.05.04
SP 800-171 Rev 3: 03.05.05
SP 800-171 Rev 3: 03.05.07
SP 800-171 Rev 3: 03.05.11
SP 800-171 Rev 3: 03.05.12
SP 800-171 Rev 3: 03.15.01
SP 800-53 Rev 5.1.1: AC-01
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AC-14
SP 800-53 Rev 5.1.1: IA-01
SP 800-53 Rev 5.1.1: IA-02
SP 800-53 Rev 5.1.1: IA-03
SP 800-53 Rev 5.1.1: IA-04
SP 800-53 Rev 5.1.1: IA-05
SP 800-53 Rev 5.1.1: IA-06
SP 800-53 Rev 5.1.1: IA-07
SP 800-53 Rev 5.1.1: IA-08
SP 800-53 Rev 5.1.1: IA-09
SP 800-53 Rev 5.1.1: IA-10
SP 800-53 Rev 5.1.1: IA-11
SP 800-53 Rev 5.2.0: AC-01
SP 800-53 Rev 5.2.0: AC-02
SP 800-53 Rev 5.2.0: AC-14
SP 800-53 Rev 5.2.0: IA-01
SP 800-53 Rev 5.2.0: IA-02
SP 800-53 Rev 5.2.0: IA-03
SP 800-53 Rev 5.2.0: IA-04
SP 800-53 Rev 5.2.0: IA-05
SP 800-53 Rev 5.2.0: IA-06
SP 800-53 Rev 5.2.0: IA-07
SP 800-53 Rev 5.2.0: IA-08
SP 800-53 Rev 5.2.0: IA-09
SP 800-53 Rev 5.2.0: IA-10
SP 800-53 Rev 5.2.0: IA-11"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AA","Identity Management, Authentication, and Access Control","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-02","Identities are proofed and bound to credentials based on the context of interactions","Ex1: Verify a person's claimed identity at enrollment time using government-issued identity credentials (e.g., passport, visa, driver's license)
Ex2: Issue a different credential for each person (i.e., no credential sharing)","CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-13
CCMv4.0: IAM-14
CCMv4.0: IAM-16
CCMv4.0: UEM-14
CRI Profile v2.0: PR.AA-02
CRI Profile v2.0: PR.AA-02.01
CSF v1.1: PR.AC-6
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 8.2
ISO/IEC 27001:2022: Annex A Controls: 8.3
ISO/IEC 27001:2022: Annex A Controls: 8.5
NICE Framework: DD-WRL-001
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-013
NICE Framework: OG-WRL-014
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM06-2025
PCI DSS: 12.7.1
PCI DSS: 8.2.1
PCI DSS: 8.3.5
PCI DSS: 8.2.2
SCF: IAC-28
SP 800-53 Rev 5.1.1: IA-12
SP 800-53 Rev 5.2.0: IA-12"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AA","Identity Management, Authentication, and Access Control","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-03","Users, services, and hardware are authenticated","Ex1: Require multifactor authentication
Ex2: Enforce policies for the minimum strength of passwords, PINs, and similar authenticators
Ex3: Periodically reauthenticate users, services, and hardware based on risk (e.g., in zero trust architectures)
Ex4: Ensure that authorized personnel can access accounts essential for protecting safety under emergency conditions","CCMv4.0: DCS-08
CCMv4.0: IAM-01
CCMv4.0: IAM-02
CCMv4.0: IAM-14
CCMv4.0: IAM-16
CCMv4.0: IVS-03
CCMv4.0: UEM-05
CCMv4.0: UEM-06
CCMv4.0: UEM-14
CRI Profile v2.0: PR.AA-03
CRI Profile v2.0: PR.AA-03.01
CRI Profile v2.0: PR.AA-03.02
CRI Profile v2.0: PR.AA-03.03
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-7
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.15
ISO/IEC 27001:2022: Annex A Controls: 5.16
ISO/IEC 27001:2022: Annex A Controls: 5.17
ISO/IEC 27001:2022: Annex A Controls: 5.18
ISO/IEC 27001:2022: Annex A Controls: 8.5
NICE Framework: DD-WRL-001
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-013
NICE Framework: OG-WRL-014
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM06-2025
OWASP Top 10 LLM Applications: LLM10-2025
PCI DSS: 8.3.1
PCI DSS: 8.3.6
PCI DSS: 8.3.7
PCI DSS: 8.3.8
PCI DSS: 8.3.9
PCI DSS: 8.2.8
PCI DSS: 9.2.4
PCI DSS: 2.2.2
PCI DSS: 2.3.1
PCI DSS: 3.5.1.3
PCI DSS: 8.3.10
PCI DSS: 8.3.10.1
SCF: IAC-01.2
SCF: IAC-02
SCF: IAC-03
SCF: IAC-04
SCF: IAC-05
SP 800-171 Rev 3: 03.01.11
SP 800-171 Rev 3: 03.05.01
SP 800-171 Rev 3: 03.05.02
SP 800-171 Rev 3: 03.05.03
SP 800-171 Rev 3: 03.05.04
SP 800-171 Rev 3: 03.05.07
SP 800-171 Rev 3: 03.05.12
SP 800-53 Rev 5.1.1: AC-07
SP 800-53 Rev 5.1.1: AC-12
SP 800-53 Rev 5.1.1: IA-02
SP 800-53 Rev 5.1.1: IA-03
SP 800-53 Rev 5.1.1: IA-05
SP 800-53 Rev 5.1.1: IA-07
SP 800-53 Rev 5.1.1: IA-08
SP 800-53 Rev 5.1.1: IA-09
SP 800-53 Rev 5.1.1: IA-10
SP 800-53 Rev 5.1.1: IA-11
SP 800-53 Rev 5.2.0: AC-07
SP 800-53 Rev 5.2.0: AC-12
SP 800-53 Rev 5.2.0: IA-02
SP 800-53 Rev 5.2.0: IA-03
SP 800-53 Rev 5.2.0: IA-05
SP 800-53 Rev 5.2.0: IA-07
SP 800-53 Rev 5.2.0: IA-08
SP 800-53 Rev 5.2.0: IA-09
SP 800-53 Rev 5.2.0: IA-10
SP 800-53 Rev 5.2.0: IA-11
SP 800-81r3: 3.1
SP 800-81r3: 3.3.2
SP 800-81r3: 3.4.2
SSDF: PO.5.2"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AA","Identity Management, Authentication, and Access Control","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-04","Identity assertions are protected, conveyed, and verified","Ex1: Protect identity assertions that are used to convey authentication and user information through single sign-on systems
Ex2: Protect identity assertions that are used to convey authentication and user information between federated systems
Ex3: Implement standards-based approaches for identity assertions in all contexts, and follow all guidance for the generation (e.g., data models, metadata), protection (e.g., digital signing, encryption), and verification (e.g., signature validation) of identity assertions","CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-16
CRI Profile v2.0: PR.AA-04
CRI Profile v2.0: PR.AA-04.01
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.16
NICE Framework: DD-WRL-001
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-013
NICE Framework: OG-WRL-014
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM06-2025
PCI DSS: 12.3.3
PCI DSS: 3.6.1
PCI DSS: 3.6.1.1
PCI DSS: 3.6.1.2
PCI DSS: 3.6.1.3
PCI DSS: 3.6.1.4
PCI DSS: 4.2.1
SCF: IAC-01.2
SCF: IAC-02.2
SP 800-53 Rev 5.1.1: IA-13
SP 800-53 Rev 5.2.0: IA-13"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AA","Identity Management, Authentication, and Access Control","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-05","Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex1: Review logical and physical access privileges periodically and whenever someone changes roles or leaves the organization, and promptly rescind privileges that are no longer needed
Ex2: Take attributes of the requester and the requested resource into account for authorization decisions (e.g., geolocation, day/time, requester endpoint's cyber health)
Ex3: Restrict access and privileges to the minimum necessary (e.g., zero trust architecture)
Ex4: Periodically review the privileges associated with critical business functions to confirm proper separation of duties","BXAIOS: Chapter 6 - Install the Router
CCMv4.0: CCC-04
CCMv4.0: CEK-10
CCMv4.0: CEK-11
CCMv4.0: CEK-12
CCMv4.0: CEK-13
CCMv4.0: CEK-14
CCMv4.0: CEK-15
CCMv4.0: CEK-16
CCMv4.0: CEK-17
CCMv4.0: CEK-18
CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: CEK-21
CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-04
CCMv4.0: IAM-05
CCMv4.0: IAM-06
CCMv4.0: IAM-07
CCMv4.0: IAM-08
CCMv4.0: IAM-09
CCMv4.0: IAM-10
CCMv4.0: IAM-11
CCMv4.0: IAM-12
CCMv4.0: IAM-16
CCMv4.0: IVS-03
CCMv4.0: IVS-06
CCMv4.0: LOG-02
CCMv4.0: LOG-04
CCMv4.0: LOG-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.3
CIS Controls v8.0: 6.8
CIS Controls v8.1: 3.3
CIS Controls v8.1: 5.1
CIS Controls v8.1: 6.8
CRI Profile v2.0: PR.AA-05
CRI Profile v2.0: PR.AA-05.01
CRI Profile v2.0: PR.AA-05.02
CRI Profile v2.0: PR.AA-05.03
CRI Profile v2.0: PR.AA-05.04
CSF v1.1: PR.AC-1
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.1
ISO/IEC 27001:2022: Annex A Controls: 5.3
ISO/IEC 27001:2022: Annex A Controls: 5.14
ISO/IEC 27001:2022: Annex A Controls: 5.15
ISO/IEC 27001:2022: Annex A Controls: 5.16
ISO/IEC 27001:2022: Annex A Controls: 5.17
ISO/IEC 27001:2022: Annex A Controls: 5.18
ISO/IEC 27001:2022: Annex A Controls: 8.2
ISO/IEC 27001:2022: Annex A Controls: 8.3
ISO/IEC 27001:2022: Annex A Controls: 8.5
ISO/IEC 27001:2022: Annex A Controls: 8.18
NICE Framework: DD-WRL-001
NICE Framework: DD-WRL-004
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-013
NICE Framework: OG-WRL-014
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM06-2025
OWASP Top 10 LLM Applications: LLM07-2025
OWASP Top 10 LLM Applications: LLM08-2025
OWASP Top 10 LLM Applications: LLM10-2025
PCI DSS: 7.2.2
PCI DSS: 7.2.4
PCI DSS: 7.2.5.1
PCI DSS: 8.2.6
PCI DSS: 12.1.3
PCI DSS: 8.1.1
PCI DSS: 7.1.1
PCI DSS: 7.2.1
SCF: HRS-02
SCF: HRS-11
SCF: IAC-01
SCF: IAC-01.2
SCF: IAC-02
SCF: IAC-03
SCF: IAC-04
SCF: IAC-05
SCF: IAC-08
SCF: IAC-21
SP 800-171 Rev 3: 03.01.01
SP 800-171 Rev 3: 03.01.02
SP 800-171 Rev 3: 03.01.04
SP 800-171 Rev 3: 03.01.05
SP 800-171 Rev 3: 03.01.06
SP 800-171 Rev 3: 03.01.07
SP 800-171 Rev 3: 03.01.12
SP 800-171 Rev 3: 03.01.16
SP 800-171 Rev 3: 03.01.18
SP 800-171 Rev 3: 03.13.08
SP 800-171 Rev 3: 03.15.01
SP 800-53 Rev 5.1.1: AC-01
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-05
SP 800-53 Rev 5.1.1: AC-06
SP 800-53 Rev 5.1.1: AC-10
SP 800-53 Rev 5.1.1: AC-16
SP 800-53 Rev 5.1.1: AC-17
SP 800-53 Rev 5.1.1: AC-18
SP 800-53 Rev 5.1.1: AC-19
SP 800-53 Rev 5.1.1: AC-24
SP 800-53 Rev 5.1.1: IA-13
SP 800-53 Rev 5.2.0: AC-01
SP 800-53 Rev 5.2.0: AC-02
SP 800-53 Rev 5.2.0: AC-03
SP 800-53 Rev 5.2.0: AC-05
SP 800-53 Rev 5.2.0: AC-06
SP 800-53 Rev 5.2.0: AC-10
SP 800-53 Rev 5.2.0: AC-16
SP 800-53 Rev 5.2.0: AC-17
SP 800-53 Rev 5.2.0: AC-18
SP 800-53 Rev 5.2.0: AC-19
SP 800-53 Rev 5.2.0: AC-24
SP 800-53 Rev 5.2.0: IA-13
SP 800-81r3: 3.1.1
SSDF: PO.5.2
SSDF: PS.1.1"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AA","Identity Management, Authentication, and Access Control","Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-06","Physical access to assets is managed, monitored, and enforced commensurate with risk","Ex1: Use security guards, security cameras, locked entrances, alarm systems, and other physical controls to monitor facilities and restrict access
Ex2: Employ additional physical security controls for areas that contain high-risk assets
Ex3: Escort guests, vendors, and other third parties within areas that contain business-critical assets","CCMv4.0: DCS-03
CCMv4.0: DCS-07
CCMv4.0: DCS-09
CCMv4.0: DCS-10
CCMv4.0: DCS-12
CCMv4.0: DCS-14
CCMv4.0: HRS-04
CCMv4.0: LOG-12
CCMv4.0: UEM-05
CCMv4.0: UEM-06
CCMv4.0: UEM-14
CRI Profile v2.0: PR.AA-06
CRI Profile v2.0: PR.AA-06.01
CRI Profile v2.0: PR.AA-06.02
CSF v1.1: PR.AC-2
CSF v1.1: PR.PT-4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 7.1
ISO/IEC 27001:2022: Annex A Controls: 7.2
ISO/IEC 27001:2022: Annex A Controls: 7.3
ISO/IEC 27001:2022: Annex A Controls: 7.4
ISO/IEC 27001:2022: Annex A Controls: 7.12
NICE Framework: DD-WRL-001
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-013
NICE Framework: OG-WRL-014
PCI DSS: 9.3.1.1
PCI DSS: 9.2.4
PCI DSS: 9.2.3
PCI DSS: 9.5.1.2
SCF: PES-01
SCF: PES-02
SCF: PES-02.1
SCF: PES-03
SP 800-171 Rev 3: 03.10.01
SP 800-171 Rev 3: 03.10.02
SP 800-171 Rev 3: 03.10.07
SP 800-171 Rev 3: 03.10.08
SP 800-53 Rev 5.1.1: PE-02
SP 800-53 Rev 5.1.1: PE-03
SP 800-53 Rev 5.1.1: PE-04
SP 800-53 Rev 5.1.1: PE-05
SP 800-53 Rev 5.1.1: PE-06
SP 800-53 Rev 5.1.1: PE-08
SP 800-53 Rev 5.1.1: PE-18
SP 800-53 Rev 5.1.1: PE-19
SP 800-53 Rev 5.1.1: PE-20
SP 800-53 Rev 5.2.0: PE-02
SP 800-53 Rev 5.2.0: PE-03
SP 800-53 Rev 5.2.0: PE-04
SP 800-53 Rev 5.2.0: PE-05
SP 800-53 Rev 5.2.0: PE-06
SP 800-53 Rev 5.2.0: PE-08
SP 800-53 Rev 5.2.0: PE-18
SP 800-53 Rev 5.2.0: PE-19
SP 800-53 Rev 5.2.0: PE-20
SSDF: PO.5.2"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AT","Awareness and Training","The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","PR.AT-01","Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind","Ex1: Provide basic cybersecurity awareness and training to employees, contractors, partners, suppliers, and all other users of the organization's non-public resources
Ex2: Train personnel to recognize social engineering attempts and other common attacks, report attacks and suspicious activity, comply with acceptable use policies, and perform basic cyber hygiene tasks (e.g., patching software, choosing passwords, protecting credentials)
Ex3: Explain the consequences of cybersecurity policy violations, both to individual users and the organization as a whole
Ex4: Periodically assess or test users on their understanding of basic cybersecurity practices
Ex5: Require annual refreshers to reinforce existing practices and introduce new practices","CCMv4.0: DCS-11
CCMv4.0: HRS-09
CCMv4.0: HRS-11
CCMv4.0: HRS-12
CCMv4.0: HRS-13
CCMv4.0: SEF-02
CCMv4.0: SEF-03
CCMv4.0: UEM-14
CIS Controls v8.0: 14.1
CIS Controls v8.1: 14.1
CRI Profile v2.0: PR.AT-01
CRI Profile v2.0: PR.AT-01.01
CRI Profile v2.0: PR.AT-01.02
CRI Profile v2.0: PR.AT-01.03
CRI Profile v2.0: PR.AT-01.04
CSF v1.1: PR.AT-1
CSF v1.1: PR.AT-3
CSF v1.1: RS.CO-1
CoP: C3
CoP: C4
ISO/IEC 27001:2022: Mandatory Clause: 7.3
ISO/IEC 27001:2022: Annex A Controls: 6.3
NICE Framework: IO-WRL-007
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-003
NICE Framework: OG-WRL-004
NICE Framework: OG-WRL-005
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM09-2025
PCI DSS: 12.6.1
PCI DSS: 12.6.3
SCF: SAT-02
SCF: SAT-03
SCF: SAT-03.6
SP 800-171 Rev 3: 03.02.02
SP 800-221A: GV.CT-3
SP 800-221A: GV.RR-2
SP 800-53 Rev 5.1.1: AT-02
SP 800-53 Rev 5.1.1: AT-03
SP 800-53 Rev 5.2.0: AT-02
SP 800-53 Rev 5.2.0: AT-03
SP 800-81r3: 4.2.1.2
SSDF: PO.2.2"
"Active","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AT","Awareness and Training","The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","PR.AT-02","Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind","Ex1: Identify the specialized roles within the organization that require additional cybersecurity training, such as physical and cybersecurity personnel, finance personnel, senior leadership, and anyone with access to business-critical data
Ex2: Provide role-based cybersecurity awareness and training to all those in specialized roles, including contractors, partners, suppliers, and other third parties
Ex3: Periodically assess or test users on their understanding of cybersecurity practices for their specialized roles
Ex4: Require annual refreshers to reinforce existing practices and introduce new practices","CCMv4.0: DCS-11
CCMv4.0: HRS-09
CCMv4.0: HRS-12
CCMv4.0: HRS-13
CCMv4.0: SEF-03
CCMv4.0: UEM-14
CIS Controls v8.0: 14.9
CIS Controls v8.1: 14.9
CRI Profile v2.0: PR.AT-02
CRI Profile v2.0: PR.AT-02.01
CRI Profile v2.0: PR.AT-02.02
CRI Profile v2.0: PR.AT-02.03
CRI Profile v2.0: PR.AT-02.04
CRI Profile v2.0: PR.AT-02.05
CRI Profile v2.0: PR.AT-02.06
CRI Profile v2.0: PR.AT-02.07
CRI Profile v2.0: PR.AT-02.08
CSF v1.1: PR.AT-2
CSF v1.1: PR.AT-3
CSF v1.1: PR.AT-4
CSF v1.1: PR.AT-5
CoP: C3
CoP: C4
ISO/IEC 27001:2022: Mandatory Clause: 7.3
ISO/IEC 27001:2022: Annex A Controls: 5.2
ISO/IEC 27001:2022: Annex A Controls: 6.3
NICE Framework: IO-WRL-007
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-003
NICE Framework: OG-WRL-004
NICE Framework: OG-WRL-005
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM04-2025
OWASP Top 10 LLM Applications: LLM05-2025
PCI DSS: 6.2.2
PCI DSS: 12.10.4
PCI DSS: 12.10.4.1
SCF: SAT-03
SCF: SAT-03.6
SP 800-171 Rev 3: 03.02.02
SP 800-221A: GV.CT-3
SP 800-221A: GV.CT-4
SP 800-221A: GV.RR-2
SP 800-53 Rev 5.1.1: AT-03
SP 800-53 Rev 5.2.0: AT-03
SP 800-81r3: 4.2.1.2
SP 800-81r3: 5.2
SSDF: PO.2.2"
"Withdrawn","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AT","Awareness and Training","The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","PR.AT-03","[Withdrawn: Incorporated into PR.AT-01, PR.AT-02]","",""
"Withdrawn","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AT","Awareness and Training","The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","PR.AT-04","[Withdrawn: Incorporated into PR.AT-02]","",""
"Withdrawn","PR","PROTECT","Safeguards to manage the organization's cybersecurity risks are used","PR.AT","Awareness and Training","The organization's personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","PR.AT-05","[Withdrawn: Incorporated into PR.AT-02]","",""
