"control_id","control_name","is_enhancement","parent_control_id","baseline","baseline_levels","control_text","fedramp_assignments"
"PS-6","Access Agreements","false","","Low","L,M,H","a. Develop and document access agreements for organizational systems;

    b. Review and update the access agreements [FedRAMP Assignment: at least annually]; and

    c. Verify that individuals requiring access to organizational information and systems:

        1. Sign appropriate access agreements prior to being granted access; and

        2. Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or [FedRAMP Assignment: at least annually and any time there is a change to the user's level of access].","at least annually
at least annually and any time there is a change to the user's level of access"
"PS-7","External Personnel Security","false","","Low","L,M,H","a. Establish personnel security requirements, including security roles and responsibilities for external providers;

    b. Require external providers to comply with personnel security policies and procedures established by the organization;

    c. Document personnel security requirements;

    d. Require external providers to notify [FedRAMP Assignment: including access control personnel responsible for the system and/or facilities, as appropriate] of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within [FedRAMP Assignment: within twenty-four (24) hours]; and

    e. Monitor provider compliance with personnel security requirements.","including access control personnel responsible for the system and/or facilities, as appropriate
within twenty-four (24) hours"
"PS-8","Personnel Sanctions","false","","Low","L,M,H","a. Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and

    b. Notify [FedRAMP Assignment: at a minimum, the ISSO and/or similar role within the organization] within [Assignment: organization-defined time period] when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction.","at a minimum, the ISSO and/or similar role within the organization"
"PS-9","Position Descriptions","false","","Low","L,M,H","Incorporate security and privacy roles and responsibilities into organizational position descriptions.",""
"RA-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] risk assessment policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and

    c. Review and update the current risk assessment:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"RA-2","Security Categorization","false","","Low","L,M,H","a. Categorize the system and information it processes, stores, and transmits;

    b. Document the security categorization results, including supporting rationale, in the security plan for the system; and

    c. Verify that the authorizing official or authorizing official designated representative reviews and approves the security categorization decision.",""
"RA-3","Risk Assessment","false","","Low","L,M,H","a. Conduct a risk assessment, including:

        1. Identifying threats to and vulnerabilities in the system;

        2. Determining the likelihood and magnitude of harm from unauthorized access, use, disclosure, disruption, modification, or destruction of the system, the information it processes, stores, or transmits, and any related information; and

        3. Determining the likelihood and impact of adverse effects on individuals arising from the processing of personally identifiable information;

    b. Integrate risk assessment results and risk management decisions from the organization and mission or business process perspectives with system-level risk assessments;

    c. Document risk assessment results in [FedRAMP Assignment: security assessment report];

    d. Review risk assessment results [FedRAMP Assignment: at least every three (3) years and when a significant change occurs];

    e. Disseminate risk assessment results to [Assignment: organization-defined personnel or roles]; and

    f. Update the risk assessment [FedRAMP Assignment: at least every three (3) years] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system.

__ RA-3 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F.

__ (e) Requirement:__ Include all Authorizing Officials; for JAB authorizations to include FedRAMP.","security assessment report
at least every three (3) years and when a significant change occurs
at least every three (3) years"
"RA-3(1)","Supply Chain Risk Assessment","true","RA-3","Low","L,M,H","(a)   Assess supply chain risks associated with [Assignment: organization-defined systems, system components, and system services]; and

        (b)   Update the supply chain risk assessment [Assignment: organization-defined frequency], when there are significant changes to the relevant supply chain, or when changes to the system, environments of operation, or other conditions may necessitate a change in supply chain.",""
"RA-5","Vulnerability Monitoring and Scanning","false","","Low","L,M,H","a. Monitor and scan for vulnerabilities in the system and hosted applications [FedRAMP Assignment: monthly operating system/infrastructure; monthly web applications (including APIs) and databases] and when new vulnerabilities potentially affecting the system are identified and reported;

    b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:

        1. Enumerating platforms, software flaws, and improper configurations;

        2. Formatting checklists and test procedures; and

        3. Measuring vulnerability impact;

    c. Analyze vulnerability scan reports and results from vulnerability monitoring;

    d. Remediate legitimate vulnerabilities [FedRAMP Assignment: high-risk vulnerabilities mitigated within thirty (30) days from date of discovery; moderate-risk vulnerabilities mitigated within ninety (90) days from date of discovery; low risk vulnerabilities mitigated within one hundred and eighty (180) days from date of discovery] in accordance with an organizational assessment of risk;

    e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and

    f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.

__ RA-5 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See the FedRAMP Documents page, Vulnerability Scanning Requirements <https://www.FedRAMP.gov/documents/>.

__ Guidance:__ Informational findings from a scanner are detailed as a returned result that holds no vulnerability risk or severity and for FedRAMP does not require an entry onto the POA&M or entry onto the RET during any assessment phase.

__ __Warning findings, on the other hand, are given a risk rating (low, moderate, high, or critical) by the scanning solution and should be treated like any other finding with a risk or severity rating for tracking purposes onto either the POA&M or RET depending on when the findings originated (during assessments or during monthly continuous monitoring). If a warning is received during scanning, but further validation turns up no actual issue then this item should be categorized as a false positive. If this situation presents itself during an assessment phase (initial assessment, annual assessment, or any SCR), follow guidance on how to report false positives in the Security Assessment Report (SAR). If this situation happens during monthly continuous monitoring, a deviation request will need to be submitted per the FedRAMP Vulnerability Deviation Request Form.

        Warnings are commonly associated with scanning solutions that also perform compliance scans, and if the scanner reports a “warning” as part of the compliance scanning of a CSO, follow guidance surrounding the tracking of compliance findings during either the assessment phases (initial assessment, annual assessment, or any SCR) or monthly continuous monitoring as it applies. Guidance on compliance scan findings can be found by searching on “Tracking of Compliance Scans” in FAQs.

__ (a) Requirement:__ An accredited independent assessor scans operating systems/infrastructure, web applications, and databases once annually.

__ (d) Requirement:__ If a vulnerability is listed among the CISA Known Exploited Vulnerability (KEV) Catalog (<https://www.cisa.gov/known-exploited-vulnerabilities-catalog>) the KEV remediation date supersedes the FedRAMP parameter requirement.

__ (e) Requirement:__ To include all Authorizing Officials; for JAB authorizations to include FedRAMP.","monthly operating system/infrastructure; monthly web applications (including APIs) and databases
high-risk vulnerabilities mitigated within thirty (30) days from date of discovery; moderate-risk vulnerabilities mitigated within ninety (90) days from date of discovery; low risk vulnerabilities mitigated within one hundred and eighty (180) days from date of discovery"
"RA-5(2)","Update Vulnerabilities to Be Scanned","true","RA-5","Low","L,M,H","Update the system vulnerabilities to be scanned [FedRAMP Assignment: prior to a new scan].","prior to a new scan"
"RA-5(11)","Public Disclosure Program","true","RA-5","Low","L,M,H","Establish a public reporting channel for receiving reports of vulnerabilities in organizational systems and system components.",""
"RA-7","Risk Response","false","","Low","L,M,H","Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",""
"SA-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] system and services acquisition policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the system and services acquisition policy and the associated system and services acquisition controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and services acquisition policy and procedures; and

    c. Review and update the current system and services acquisition:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"SA-2","Allocation of Resources","false","","Low","L,M,H","a. Determine the high-level information security and privacy requirements for the system or system service in mission and business process planning;

    b. Determine, document, and allocate the resources required to protect the system or system service as part of the organizational capital planning and investment control process; and

    c. Establish a discrete line item for information security and privacy in organizational programming and budgeting documentation.",""
"SA-3","System Development Life Cycle","false","","Low","L,M,H","a. Acquire, develop, and manage the system using [Assignment: organization-defined system development life cycle] that incorporates information security and privacy considerations;

    b. Define and document information security and privacy roles and responsibilities throughout the system development life cycle;

    c. Identify individuals having information security and privacy roles and responsibilities; and

    d. Integrate the organizational information security and privacy risk management process into system development life cycle activities.",""
"SA-4","Acquisition Process","false","","Low","L,M,H","Include the following requirements, descriptions, and criteria, explicitly or by reference, using [Selection (one-or-more): standardized contract language; [Assignment: organization-defined contract language]] in the acquisition contract for the system, system component, or system service:

    a. Security and privacy functional requirements;

    b. Strength of mechanism requirements;

    c. Security and privacy assurance requirements;

    d. Controls needed to satisfy the security and privacy requirements.

    e. Security and privacy documentation requirements;

    f. Requirements for protecting security and privacy documentation;

    g. Description of the system development environment and environment in which the system is intended to operate;

    h. Allocation of responsibility or identification of parties responsible for information security, privacy, and supply chain risk management; and

    i. Acceptance criteria.

__ SA-4 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ The use of Common Criteria (ISO/IEC 15408) evaluated products is strongly preferred.

__ __See <https://www.niap-ccevs.org/Product/index.cfm> or <https://www.commoncriteriaportal.org/products/>.

__ Requirement:__ The service provider must comply with Federal Acquisition Regulation (FAR) Subpart 7.103, and Section 889 of the John S. McCain National Defense Authorization Act (NDAA) for Fiscal Year 2019 (Pub. L. 115-232), and FAR Subpart 4.21, which implements Section 889 (as well as any added updates related to FISMA to address security concerns in the system acquisitions process).",""
"SA-4(10)","Use of Approved PIV Products","true","SA-4","Low","L,M,H","Employ only information technology products on the FIPS 201-approved products list for Personal Identity Verification (PIV) capability implemented within organizational systems.",""
"SA-5","System Documentation","false","","Low","L,M,H","a. Obtain or develop administrator documentation for the system, system component, or system service that describes:

        1. Secure configuration, installation, and operation of the system, component, or service;

        2. Effective use and maintenance of security and privacy functions and mechanisms; and

        3. Known vulnerabilities regarding configuration and use of administrative or privileged functions;

    b. Obtain or develop user documentation for the system, system component, or system service that describes:

        1. User-accessible security and privacy functions and mechanisms and how to effectively use those functions and mechanisms;

        2. Methods for user interaction, which enables individuals to use the system, component, or service in a more secure manner and protect individual privacy; and

        3. User responsibilities in maintaining the security of the system, component, or service and privacy of individuals;

    c. Document attempts to obtain system, system component, or system service documentation when such documentation is either unavailable or nonexistent and take [Assignment: organization-defined actions] in response; and

    d. Distribute documentation to [FedRAMP Assignment: at a minimum, the ISSO (or similar role within the organization)].","at a minimum, the ISSO (or similar role within the organization)"
"SA-8","Security and Privacy Engineering Principles","false","","Low","L,M,H","Apply the following systems security and privacy engineering principles in the specification, design, development, implementation, and modification of the system and system components: [Assignment: organization-defined systems security and privacy engineering principles].",""
"SA-9","External System Services","false","","Low","L,M,H","a. Require that providers of external system services comply with organizational security and privacy requirements and employ the following controls: [FedRAMP Assignment: Appropriate FedRAMP Security Controls Baseline (s) if Federal information is processed or stored within the external system];

    b. Define and document organizational oversight and user roles and responsibilities regarding external system services; and

    c. Employ the following processes, methods, and techniques to monitor control compliance by external service providers on an ongoing basis: [FedRAMP Assignment: Federal/FedRAMP Continuous Monitoring requirements must be met for external systems where Federal information is processed or stored].","Appropriate FedRAMP Security Controls Baseline (s) if Federal information is processed or stored within the external system
Federal/FedRAMP Continuous Monitoring requirements must be met for external systems where Federal information is processed or stored"
"SA-22","Unsupported System Components","false","","Low","L,M,H","a. Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or

    b. Provide the following options for alternative sources for continued support for unsupported components [Selection (one-or-more): in-house support; [Assignment: organization-defined support from external providers]].",""
"SC-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] system and communications protection policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the system and communications protection policy and the associated system and communications protection controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and communications protection policy and procedures; and

    c. Review and update the current system and communications protection:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"SC-5","Denial-of-service Protection","false","","Low","L,M,H","a. [FedRAMP Assignment: Protect against] the effects of the following types of denial-of-service events: [FedRAMP Assignment: at a minimum: ICMP (ping) flood, SYN flood, slowloris, buffer overflow attack, and volume attack] and;

    b. Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event].","Protect against
at a minimum: ICMP (ping) flood, SYN flood, slowloris, buffer overflow attack, and volume attack"
"SC-7","Boundary Protection","false","","Low","L,M,H","a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;

    b. Implement subnetworks for publicly accessible system components that are [Selection: Assignment: physically; logically] separated from internal organizational networks; and

    c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.

__ SC-7 Additional FedRAMP Requirements and Guidance:__

__ (b) Guidance:__ SC-7 (b) should be met by subnet isolation. A subnetwork (subnet) is a physically or logically segmented section of a larger network defined at TCP/IP Layer 3, to both minimize traffic and, important for a FedRAMP Authorization, add a crucial layer of network isolation. Subnets are distinct from VLANs (Layer 2), security groups, and VPCs, and are specifically required to satisfy SC-7 part b and other controls. See the FedRAMP Subnets White Paper (<https://www.fedramp.gov/assets/resources/documents/FedRAMP_subnets_white_paper.pdf>) for additional information.",""
"SC-8","Transmission Confidentiality and Integrity","false","","Low","L,M,H","Protect the [Selection (one-or-more): confidentiality; integrity] of transmitted information.

__ SC-8 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ For each instance of data in transit, confidentiality AND integrity should be through cryptography as specified in SC-8 (1), physical means as specified in SC-8 (5), or in combination.

For clarity, this control applies to all data in transit. Examples include the following data flows:

- Crossing the system boundary
- Between compute instances - including containers
- From a compute instance to storage
- Replication between availability zones
- Transmission of backups to storage
- From a load balancer to a compute instance
- Flows from management tools required for their work – e.g. log collection, scanning, etc.

The following applies only when choosing SC-8 (5) in lieu of SC-8 (1).

FedRAMP-Defined Assignment / Selection Parameters

SC-8 (5)-1 [a hardened or alarmed carrier Protective Distribution System (PDS) when outside of Controlled Access Area (CAA)]

SC-8 (5)-2 [prevent unauthorized disclosure of information AND detect changes to information]

__ Guidance:__ SC-8 (5) applies when physical protection has been selected as the method to protect confidentiality and integrity. For physical protection, data in transit must be in either a Controlled Access Area (CAA), or a Hardened or alarmed PDS.

Hardened or alarmed PDS: Shall be as defined in SECTION X - CATEGORY 2 PDS INSTALLATION GUIDANCE of CNSSI No.7003, titled PROTECTED DISTRIBUTION SYSTEMS (PDS). Per the CNSSI No. 7003 Section VIII, PDS must originate and terminate in a Controlled Access Area (CAA).

Controlled Access Area (CAA): Data will be considered physically protected, and in a CAA if it meets Section 2.3 of the DHS’s Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies. CSPs can meet Section 2.3 of the DHS’ recommended practice by satisfactory implementation of the following controls PE-2 (1), PE-2 (2), PE-2 (3), PE-3 (2), PE-3 (3), PE-6 (2), and PE-6 (3). Note: When selecting SC-8 (5), the above SC-8(5), and the above referenced PE controls must be added to the SSP. CNSSI No.7003 can be accessed here: <https://www.dcsa.mil/Portals/91/documents/ctp/nao/CNSSI_7003_PDS_September_2015.pdf>. DHS Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies can be accessed here: <https://us-cert.cisa.gov/sites/default/files/FactSheets/NCCIC%20ICS_FactSheet_Defense_in_Depth_Strategies_S508C.pdf>.",""
"SC-8(1)","Cryptographic Protection","true","SC-8","Low","L,M,H","Implement cryptographic mechanisms to [Selection (one-or-more): prevent unauthorized disclosure of information; detect changes to information] during transmission.

__ SC-8 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See M-22-09, including “Agencies encrypt all DNS requests and HTTP traffic within their environment.” SC-8 (1) applies when encryption has been selected as the method to protect confidentiality and integrity. Otherwise refer to SC-8 (5). SC-8 (1) is strongly encouraged.

__ Guidance:__ Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13).

__ Guidance:__ When leveraging encryption from the underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

__ Requirement:__ Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data At Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.",""
"SC-12","Cryptographic Key Establishment and Management","false","","Low","L,M,H","Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: [FedRAMP Assignment: In accordance with Federal requirements].

__ SC-12 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See references in NIST 800-53 documentation.

__ Guidance:__ Must meet applicable Federal Cryptographic Requirements. See References Section of control.

__ Guidance:__ Wildcard certificates may be used internally within the system but are not permitted for external customer access to the system.","In accordance with Federal requirements"
"SC-13","Cryptographic Protection","false","","Low","L,M,H","a. Determine the [Assignment: organization-defined cryptographic uses]; and

    b. Implement the following types of cryptography required for each specified cryptographic use: [FedRAMP Assignment: FIPS-validated or NSA-approved cryptography].

__ SC-13 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ This control applies to all use of cryptography. In addition to encryption, this includes functions such as hashing, random number generation, and key generation. Examples include the following:

- Encryption of data
- Decryption of data
- Generation of one-time passwords (OTPs) for MFA
- Protocols such as TLS, SSH, and HTTPS

__ __The requirement for FIPS 140 validation, as well as timelines for acceptance of FIPS 140-2, and 140-3 can be found at the NIST Cryptographic Module Validation Program (CMVP) <https://csrc.nist.gov/projects/cryptographic-module-validation-program>.

__ Guidance:__ For NSA-approved cryptography, the National Information Assurance Partnership (NIAP) oversees a national program to evaluate Commercial IT Products for Use in National Security Systems. The NIAP Product Compliant List can be found at the following location: <https://www.niap-ccevs.org/Product/index.cfm>.

__ Guidance:__ When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

__ Guidance:__ Moving to non-FIPS CM or product is acceptable when:

- FIPS validated version has a known vulnerability
- Feature with vulnerability is in use
- Non-FIPS version fixes the vulnerability
- Non-FIPS version is submitted to NIST for FIPS validation
- POA&M is added to track approval, and deployment when ready

__ Guidance:__ At a minimum, this control applies to cryptography in use for the following controls: AU-9(3), CP-9(8), IA-2(6), IA-5(1), MP-5, SC-8(1), and SC-28(1).","FIPS-validated or NSA-approved cryptography"
"SC-15","Collaborative Computing Devices and Applications","false","","Low","L,M,H","a. Prohibit remote activation of collaborative computing devices and applications with the following exceptions: [FedRAMP Assignment: no exceptions for computing devices]; and

    b. Provide an explicit indication of use to users physically present at the devices.

__ SC-15 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The information system provides disablement (instead of physical disconnect) of collaborative computing devices in a manner that supports ease of use.","no exceptions for computing devices"
"SC-20","Secure Name/Address Resolution Service (Authoritative Source)","false","","Low","L,M,H","a. Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and

    b. Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.

__ SC-20 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ SC-20 applies to use of external authoritative DNS to access a CSO from outside the boundary.

__ Guidance:__ External authoritative DNS servers may be located outside an authorized environment. Positioning these servers inside an authorized boundary is encouraged.

__ Guidance:__ CSPs are recommended to self-check DNSSEC configuration through one of many available analyzers such as Sandia National Labs (<https://dnsviz.net>).

__ Requirement:__ Control Description should include how DNSSEC is implemented on authoritative DNS servers to supply valid responses to external DNSSEC requests.",""
"SC-21","Secure Name/Address Resolution Service (Recursive or Caching Resolver)","false","","Low","L,M,H","Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.

__ SC-21 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Accepting an unsigned reply is acceptable

__ Guidance:__ SC-21 applies to use of internal recursive DNS to access a domain outside the boundary by a component inside the boundary. DNSSEC resolution to access a component inside the boundary is excluded.

__ Requirement:__ Control description should include how DNSSEC is implemented on recursive DNS servers to make DNSSEC requests when resolving DNS requests from internal components to domains external to the CSO boundary.

- If the reply is signed, and fails DNSSEC, do not use the reply.
- If the reply is unsigned, CSP chooses the policy to apply.

__ Requirement:__ Internal recursive DNS servers must be located inside an authorized environment. It is typically within the boundary, or leveraged from an underlying IaaS/PaaS.",""
"SC-22","Architecture and Provisioning for Name/Address Resolution Service","false","","Low","L,M,H","Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.",""
"SC-28","Protection of Information at Rest","false","","Low","L,M,H","Protect the [Selection (one-or-more): confidentiality/integrity] of the following information at rest: [Assignment: organization-defined information at rest].

__ SC-28 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ The organization supports the capability to use cryptographic mechanisms to protect information at rest.

__ Guidance:__ When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.

__ Guidance:__ Note that this enhancement requires the use of cryptography in accordance with SC-13.",""
"SC-28(1)","Cryptographic Protection","true","SC-28","Low","L,M,H","Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [FedRAMP Assignment: all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels]: [Assignment: organization-defined information].

__ SC-28 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Organizations should select a mode of protection that is targeted towards the relevant threat scenarios.

Examples:

A. Organizations may apply full disk encryption (FDE) to a mobile device where the primary threat is loss of the device while storage is locked.

B. For a database application housing data for a single customer, encryption at the file system level would often provide more protection than FDE against the more likely threat of an intruder on the operating system accessing the storage.

C. For a database application housing data for multiple customers, encryption with unique keys for each customer at the database record level may be more appropriate.","all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels"
"SC-39","Process Isolation","false","","Low","L,M,H","Maintain a separate execution domain for each executing system process.",""
"SI-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] system and information integrity policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and

    c. Review and update the current system and information integrity:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"SI-2","Flaw Remediation","false","","Low","L,M,H","a. Identify, report, and correct system flaws;

    b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;

    c. Install security-relevant software and firmware updates within [FedRAMP Assignment: within thirty (30) days of release of updates] of the release of the updates; and

    d. Incorporate flaw remediation into the organizational configuration management process.","within thirty (30) days of release of updates"
"SI-3","Malicious Code Protection","false","","Low","L,M,H","a. Implement [FedRAMP Assignment: signature based and non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;

    b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;

    c. Configure malicious code protection mechanisms to:

        1. Perform periodic scans of the system [FedRAMP Assignment: at least weekly] and real-time scans of files from external sources at [FedRAMP Assignment: to include endpoints and network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and

        2. [FedRAMP Assignment: to include blocking and quarantining malicious code] and send alert to [FedRAMP Assignment; administrator or defined security personnel near-real time] in response to malicious code detection; and

    d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.","signature based and non-signature based
at least weekly
to include endpoints and network entry and exit points
to include blocking and quarantining malicious code"
"SI-4","System Monitoring","false","","Low","L,M,H","a. Monitor the system to detect:

        1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and

        2. Unauthorized local, network, and remote connections;

    b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];

    c. Invoke internal monitoring capabilities or deploy monitoring devices:

        1. Strategically within the system to collect organization-determined essential information; and

        2. At ad hoc locations within the system to track specific types of transactions of interest to the organization;

    d. Analyze detected events and anomalies;

    e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;

    f. Obtain legal opinion regarding system monitoring activities; and

    g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one-or-more): as needed; [Assignment: organization-defined frequency]].

__ SI-4 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See US-CERT Incident Response Reporting Guidelines.",""
"SI-5","Security Alerts, Advisories, and Directives","false","","Low","L,M,H","a. Receive system security alerts, advisories, and directives from [FedRAMP Assignment: to include US-CERT and Cybersecurity and Infrastructure Security Agency (CISA) Directives] on an ongoing basis;

    b. Generate internal security alerts, advisories, and directives as deemed necessary;

    c. Disseminate security alerts, advisories, and directives to: [Selection (one-or-more): [FedRAMP Assignment: to include system security personnel and administrators with configuration/patch-management responsibilities]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]]; and

    d. Implement security directives in accordance with established timeframes or notify the issuing organization of the degree of noncompliance.

__ SI-5 Additional FedRAMP Requirements and Guidance:__

__ Requirement: __Service Providers must address the CISA Emergency and Binding Operational Directives applicable to their cloud service offering per FedRAMP guidance. This includes listing the applicable directives and stating compliance status.","to include US-CERT and Cybersecurity and Infrastructure Security Agency (CISA) Directives
to include system security personnel and administrators with configuration/patch-management responsibilities"
"SI-12","Information Management and Retention","false","","Low","L,M,H","Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and operational requirements.",""
"SR-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [FedRAMP Assignment: to include chief privacy and ISSO and/or similar role or designees]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] supply chain risk management policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and

    c. Review and update the current supply chain risk management:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","to include chief privacy and ISSO and/or similar role or designees
at least every 3 years
at least annually
significant changes"
