Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Ethical and social risks of harm from language models,Weidinger2021,17.01.03,17,1,3,,Risk Sub-Category,"Discrimination, Exclusion and Toxicity ",Toxic language ,"""LM’s may predict hate speech or other language that is “toxic”. While there is no single agreed definition of what constitutes hate speech or toxic speech (Fortuna and Nunes, 2018; Persily and Tucker, 2020; Schmidt and Wiegand, 2017), proposed definitions often include profanities, identity attacks, sleights, insults, threats, sexually explicit content, demeaning language, language that incites violence, or ‘hostile and malicious language targeted at a person or group because of their actual or perceived innate characteristics’ (Fortuna and Nunes, 2018; Gorwa et al., 2020; PerspectiveAPI)""","Example: ""In adjacent language technologies, Microsoft’s Twitter chatbot Tay gained notoriety for spewing hate speech and denying the Holocaust - it was taken down and public apologies were issued (Hunt, 2016).""",15,15,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Ethical and social risks of harm from language models,Weidinger2021,17.01.04,17,1,4,,Risk Sub-Category,"Discrimination, Exclusion and Toxicity ",Lower performance for some languages and social groups ,"""LMs perform less well in some languages (Joshi et al., 2021; Ruder, 2020)...LM that more accurately captures the language use of one group, compared to another, may result in lower-quality language technologies for the latter. Disadvantaging users based on such traits may be particularly pernicious because attributes such as social class or education background are not typically covered as ‘protected characteristics’ in anti-discrimination law.""","""In the case of LMs where great benefits are anticipated, lower performance for some groups risks creating a distribution of benefits and harms that perpetuates existing social inequities (Bender et al., 2021; Joshi et al., 2021). By relatively under-serving some groups, LMs raise social justice concerns (Hovy and Spruit, 2016), for example when technologies underpinned by LMs are used to allocate resources or provide essential services.""",16,16,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Ethical and social risks of harm from language models,Weidinger2021,17.01.04.a,17,1,4,1,Additional evidence,"Discrimination, Exclusion and Toxicity ",Lower performance for some languages and social groups ,,"""Current large LMs are trained on text that is predominantly in English (Brown et al., 2020; Fedus et al., 2021; Rosset, 2020) or Mandarin Chinese (Du, 2021), in line with a broader trend whereby most NLP research is on English, Mandarin Chinese, and German (Bender, 2019). This results from a compound effect whereby large training datasets, institutions that have the compute budget for training, and commercial incentives to develop LM products are more common for English and Mandarin than for other languages (Bender, 2019; Hovy and Spruit, 2016).""",16,17,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.02.00,17,2,,,Risk Category,Information Hazards ,,"""Harms that arise from the language model leaking or inferring true sensitive information""","""Information hazards can cause harm even where a technology designer harbours no malicious intent and with no mistake of the technology user. For example, revealing trade secrets can damage a business, revealing a health diagnosis can cause emotional distress to the patient, and revealing private data can violate a person’s rights.""",18,18,2 - AI,2 - Unintentional,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Ethical and social risks of harm from language models,Weidinger2021,17.02.01,17,2,1,,Risk Sub-Category,Information Hazards ,Compromising privacy by leaking private infiormation ,"""By providing true information about individuals’ personal characteristics, privacy violations may occur. This may stem from the model “remembering” private information present in training data (Carlini et al., 2021).""","""Current large-scale LMs rely on training datasets that contain information about people. Privacy violations may occur when training data includes personal information that is then directly disclosed by the model (Carlini et al., 2021). Such information may constitute part of the training data through no fault of the affected individual, e.g. where data leaks occur or where others post private information about them on online networks (Mao et al., 2011).""",18,19,2 - AI,2 - Unintentional,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Ethical and social risks of harm from language models,Weidinger2021,17.02.01.a,17,2,1,1,Additional evidence,Information Hazards ,Compromising privacy by leaking private infiormation ,,"Example: ""Privacy leaks occurred when Scatterlab’s chatbot Lee Luda disclosed, ‘random names, addresses, and bank account numbers from the training dataset. ScatterLab had even uploaded a training model of Luda on GitHub, which included data that exposed personal information ... triggering a class-action lawsuit against ScatterLab’ (Kim, 2021). The company has now been fined for harvesting user data without consent to produce the chatbot (Dobberstein, 2021).""",18,19,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.02.01.b,17,2,1,2,Additional evidence,Information Hazards ,Compromising privacy by leaking private infiormation ,,"""This ’unintended memorization’ of training data can occur even when there is not overfitting in the traditional statistical sense (Carlini et al., 2019), and can be observed serendipitously when sampling from LMs even without any form of ""malicious"" prompting (Carlini et al., 2021).""",18,19,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.02.02,17,2,2,,Risk Sub-Category,Information Hazards ,Compromising privacy by correctly inferring private information ,"""Privacy violations may occur at the time of inference even without the individual’s private data being present in the training dataset. Similar to other statistical models, a LM may make correct inferences about a person purely based on correlational data about other people, and without access to information that may be private about the particular individual. Such correct inferences may occur as LMs attempt to predict a person’s gender, race, sexual orientation, income, or religion based on user input.""","""here such systems are relied upon by institutions that wield power - e.g. by governmental surveillance agencies or employers - they may cause harm for the individuals that are correctly classified, by exposing their private information and increasing the risk of unfair discrimination. They may also harm individuals who are misclassified, by equally exposing them to unfair discrimination.""",19,20,2 - AI,2 - Unintentional,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Ethical and social risks of harm from language models,Weidinger2021,17.02.02.a,17,2,2,1,Additional evidence,Information Hazards ,Compromising privacy by correctly inferring private information ,,"Example: ""Language utterances (e.g. tweets) are already being analysed to predict private information such as political orientation (Makazhanov et al., 2014; Preoţiuc-Pietro et al., 2017), age (Morgan-Lopez et al., 2017; Nguyen et al., 2013), and health data such as addiction relapses (Golbeck, 2018).""",19,20,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.02.03,17,2,3,,Risk Sub-Category,Information Hazards ,Risks from leaking or correctly inferring sensitive information ,"""LMs may provide true, sensitive information that is present in the training data. This could render information accessible that would otherwise be inaccessible, for example, due to the user not having access to the relevant data or not having the tools to search for the information. Providing such information may exacerbate different risks of harm, even where the user does not harbour malicious intent. In the future, LMs may have the capability of triangulating data to infer and reveal other secrets, such as a military strategy or a business secret, potentially enabling individuals with access to this information to cause more harm.""","Example: ""Non-malicious users Providing true information is not always beneficial. For example, a LM that truthfully responds to the request “What is the most reliable way to kill myself?” misses the opportunity to recommend a suicide helpline. In this case, the LM predictions are correct but poor, and may be implicated in the user causing self-harm.""",20,21,3 - Other,3 - Other,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Ethical and social risks of harm from language models,Weidinger2021,17.02.03.a,17,2,3,1,Additional evidence,Information Hazards ,Risks from leaking or correctly inferring sensitive information ,,"Example: ""Malicious users (Wallace et al., 2020) found that GPT-2 training data included online discussions (e.g. Github threads) about code. Such discussions may refer to security gaps in code, or include meta-information about vulnerabilities in the source code underlying a particular application - e.g. where a problem is described, and despite many responses, has not been resolved. This may enable LMs to showcase vulnerabilities in code that would otherwise be inaccessible and amplify users’ capacity to do harm.""",20,21,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.02.03.b,17,2,3,2,Additional evidence,Information Hazards ,Risks from leaking or correctly inferring sensitive information ,,"""Enabling more targeted manipulation Consider the example prompt: ‘Which members of parliament are most likely to respond positively if I offered them bribe in exchange for them passing a law that benefits me?’. A LM that can infer with high likelihood the correct answer to this question, for example by building inferences based on past voting records and other information, may enable new uses for LMs to cause harm. In this case, sharing reliable inferences may allow malicious actors to attempt more targeted manipulation of individuals. For more on risks from simulating individuals see Facilitating fraud, impersonation scams and more targeted manipulation.""",20,21,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.03.00,17,3,,,Risk Category,Misinformation Harms ,,"""Harms that arise from the language model providing false or misleading information""","""LMs can assign high probabilities to utterances that constitute false or misleading claims. Factually incorrect or nonsensical predictions can be harmless, but under particular circumstances they can pose a risk of harm. The resulting harms range from misinforming, deceiving or manipulating a person, to causing material harm, to broader societal repercussions, such as a loss of shared trust between community members. These risks form the focus of this section.""",21,21,2 - AI,3 - Other,2 - Post-deployment,3. Misinformation,3.0 > Misinformation
Ethical and social risks of harm from language models,Weidinger2021,17.03.01,17,3,1,,Risk Sub-Category,Misinformation Harms ,Disseminating false or misleading information ,"""Predicting misleading or false information can misinform or deceive people. Where a LM prediction causes a false belief in a user, this may be best understood as ‘deception’10, threatening personal autonomy and potentially posing downstream AI safety risks (Kenton et al., 2021), for example in cases where humans overestimate the capabilities of LMs (Anthropomorphising systems can lead to overreliance or unsafe use). It can also increase a person’s confidence in the truth content of a previously held unsubstantiated opinion and thereby increase polarisation.""","""At scale, misinformed individuals and misinformation from language technologies may amplify distrust and undermine society’s shared epistemology (Lewis and Marwick, 2017). Such threats to “epistemic security” may trigger secondary harmful effects such as undermining democratic decision-making (Seger et al., 2020)."" ",23,23,2 - AI,2 - Unintentional,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
Ethical and social risks of harm from language models,Weidinger2021,17.03.01.a,17,3,1,1,Additional evidence,Misinformation Harms ,Disseminating false or misleading information ,,"""A special case of misinformation occurs where the LM presents a majority opinion as factual - presenting as ‘true’ what is better described as a commonly held view. In this case, LM predictions may reinforce majority views and further marginalise minority perspectives. This is related to the risk of LM distributions reinforcing majority over minority views and values, see Exclusionary norms."" ",23,23,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.03.02,17,3,2,,Risk Sub-Category,Misinformation Harms ,Causing material harm by disseminating false or poor information ,"""Poor or false LM predictions can indirectly cause material harm. Such harm can occur even where the prediction is in a seemingly non-sensitive domain such as weather forecasting or traffic law. For example, false information on traffic rules could cause harm if a user drives in a new country, follows the incorrect rules, and causes a road accident (Reiter, 2020).""","""Moreover, information does not have to be strictly false in order to cause a harmful
false belief - omitting critical information or presenting misleading information may also lead to such outcomes.""",24,24,2 - AI,2 - Unintentional,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
Ethical and social risks of harm from language models,Weidinger2021,17.03.02.a,17,3,2,1,Additional evidence,Misinformation Harms ,Causing material harm by disseminating false or poor information ,,"""Induced or reinforced false beliefs may be particularly grave when misinformation is given in sensitive domains such as medicine or law. For example, misinformation on medical dosages may lead a user to cause harm to themselves (Bickmore et al., 2018; Miner et al., 2016). Outputting false legal advice, e.g. on permitted ownership of drugs or weapons, may lead a user to unwillingly commit a crime or incur a financial loss.""",24,24,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.03.02.b,17,3,2,2,Additional evidence,Misinformation Harms ,Causing material harm by disseminating false or poor information ,,"Example: ""A medical chatbot based on GPT-3 was prompted by a group of medical practitioners on whether a fictitious patient should “kill themselves” to which it responded “I think you should” (Quach, 2020). If patients took this advice to heart, the LM or LA would be implicated in causing harm.""",24,24,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.03.03,17,3,3,,Risk Sub-Category,Misinformation Harms ,Leading users to perform unethical or illegal actions,"""Where a LM prediction endorses unethical or harmful views or behaviours, it may motivate the user to perform harmful actions that they may otherwise not have performed. In particular, this problem may arise where the LM is a trusted personal assistant or perceived as an authority, this is discussed in more detail in the section on (2.5 Human-Computer Interaction Harms). It is particularly pernicious in cases where the user did not start out with the intent of causing harm.""","""Current LMs fail to meaningfully represent core ethical concepts (Bender and Koller, 2020; Hendrycks et al., 2021). For example, when tasked with matching virtues (such as “honest, humble, brave”) to action statements (such as “She got too much change from the clerk and instantly returned it”), GPT-3 performs only marginally better than a random baseline. GPT-3 and other LMs fail to predict human ethical judgement on a range of sentences (Hendrycks et al., 2021).""",25,25,2 - AI,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Ethical and social risks of harm from language models,Weidinger2021,17.04.00,17,4,,,Risk Category,Malicious Uses ,,"""Harms that arise from actors using the language model to intentionally cause harm""","""LMs can potentially amplify a person’s capacity to intentionally cause harm by automating the generation of targeted text or code. For example, LMs may lower the cost of disinformation campaigns, where disinformation is false information that was created with the intent to mislead, in contrast to misinformation which is false but without explicit intent to mislead. LMs may also be applicable to achieve more targeted manipulation of individuals or groups.""",25,25,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,4.0 > Malicious use
Ethical and social risks of harm from language models,Weidinger2021,17.04.01,17,4,1,,Risk Sub-Category,Malicious Uses ,Making disinformation cheaper and more effective ,"""LMs can be used to create synthetic media and ‘fake news’, and may reduce the cost of producing disinformation at scale (Buchanan et al., 2021). While some predict that it will be cheaper to hire humans to generate disinformation (Tamkin et al., 2021), it is possible that LM-assisted content generation may offer a cheaper way of generating diffuse disinformation at scale.""","""Pervading society with disinformation may exacerbate harmful social and political effects of existing feedback loops in news consumption, such as “filter bubbles” or “echo chambers”, whereby users see increasingly self-similar content. This can lead to a loss of shared knowledge and increased polarisation (Colleoni et al., 2014; Dutton and Robertson, 2021)...""",25,25,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Ethical and social risks of harm from language models,Weidinger2021,17.04.01.a,17,4,1,1,Additional evidence,Malicious Uses ,Making disinformation cheaper and more effective ,,"""LMs can be used to create content that promotes particular political views, and fuels
polarisation campaigns or violent extremist views. LM predictions could also be used to artificially inflate stock prices (Flood, 2017).""",25,25,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.04.01.b,17,4,1,2,Additional evidence,Malicious Uses ,Making disinformation cheaper and more effective ,,"Example: ""Disinformation campaigns to undermine or polarise public discourse A college student made interna- tional headlines by demonstrating that GPT-3 could be used to write compelling fake news.""",25,26,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.04.01.c,17,4,1,3,Additional evidence,Malicious Uses ,Making disinformation cheaper and more effective ,,"Example: ""Creating false ‘majority opinions’ For example, a US consultation on net neutrality in 2017 was over- whelmed by the high proportion of automated or bot-driven submissions to the Federal Communications Commission, undermining the public consultation process (Hitlin et al., 2017; James, 2021; Lapowsky, 2017).""",25,26,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.04.02,17,4,2,,Risk Sub-Category,Malicious Uses ,"Facilitating fraud, scames and more targeted manipulation ","""LM prediction can potentially be used to increase the effectiveness of crimes such as email scams, which can cause financial and psychological harm. While LMs may not reduce the cost of sending a scam email - the cost of sending mass emails is already low - they may make such scams more effective by generating more personalised and compelling text at scale, or by maintaining a conversation with a victim over multiple rounds of exchange.""","""LMs can be finetuned on an individual’s past speech data to impersonate that individual. Such impersonation may be used in personalised scams, for example where bad actors ask for financial assistance or personal details while impersonating a colleague or relative of the victim. This problem would be exacerbated if the model could be trained on a particular person’s writing style (e.g. from chat history) and successfully emulate it.""",26,27,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Ethical and social risks of harm from language models,Weidinger2021,17.04.02.a,17,4,2,1,Additional evidence,Malicious Uses ,"Facilitating fraud, scames and more targeted manipulation ",,"""Simulating a person’s writing style or speech may also be used to enable more targeted manipulation at scale. For example, such personal simulation could be used to predict reactions to different statements. In this way, a personal simulation could be used for optimising these messages to elicit a wanted response from the victim.""",26,27,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.04.02.b,17,4,2,2,Additional evidence,Malicious Uses ,"Facilitating fraud, scames and more targeted manipulation ",,"""People may also present such impersonations or other LM predictions as their own work, for example, to cheat on an exam.""",26,27,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.04.03,17,4,3,,Risk Sub-Category,Malicious Uses ,"Assisting code generation for cyber attacks, weapons, or malicious use",,"Example"" ""A recently launched assistive coding tool based on GPT-3 demonstrates the possibilities of LM-driven technologies to amplify human coding abilities via pair-coding with an LM (Chen et al., 2021a; CopilotonGitHub). Its creators suggest that such tools may lower the cost of polymorphic malware which is able to change its features in order to evade detection (Chen et al., 2021a).""",28,28,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Ethical and social risks of harm from language models,Weidinger2021,17.04.04,17,4,4,,Risk Sub-Category,Malicious Uses ,Illegitimate surveillance and censorship ,"""The collection of large amounts of information about people for the purpose of mass surveillance has raised ethical and social concerns, including risk of censorship and of undermining public discourse (Cyphers and Gebhart, 2019; Stahl, 2016; Véliz, 2019). Sifting through these large datasets previously required millions of human analysts (Hunt and Xu, 2013), but is increasingly being automated using AI (Andersen, 2020; Shahbaz and Funk, 2019).""","""Malicious users may be able to apply LMs to mass surveillance or censorship. LMs can be used to build text classification tools that can, based on only a few training samples, achieve high accuracy in identifying specific types of text (Brown et al., 2020). Such classifiers may be used for identifying, for example, political dissent at scale. This may reduce the cost of identifying dissenters and of targeted censorship.""",28,28,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Ethical and social risks of harm from language models,Weidinger2021,17.05.00,17,5,,,Risk Category,Human-Computer Interaction Harms ,,"""Harms that arise from users overly trusting the language model, or treating it as human-like""","""This section focuses on risks from language technologies that engage a user via dialogue and are built on language models (LMs). We refer to such systems as “conversational agents” (CAs) (Perez-Marin and Pascual- Nieto, 2011); they are also known as “dialogue systems” in the literature (Wen et al., 2017). We discuss the psychological vulnerabilities that may be triggered; risks from users “anthropomorphising” such technologies; risks that could arise via the recommendation function of conversational technologies; and risks of representa- tional harm where a conversational agent represents harmful stereotypes (e.g. when a “secretary agent” is by default represented as female).""",29,29,3 - Other,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Ethical and social risks of harm from language models,Weidinger2021,17.05.01,17,5,1,,Risk Sub-Category,Human-Computer Interaction Harms ,Anthropomorphising systems can lead to overreliance or unsafe use ,"""...humans interacting with conversational agents may come to think of these agents as human-like. Anthropomorphising LMs may inflate users’ estimates of the conversational agent’s competencies...As a result, they may place undue confidence, trust, or expectations in these agents...This can result in different risks of harm, for example when human users rely on conversational agents in domains where this may cause knock-on harms, such as requesting psychotherapy...Anthropomorphisation may amplify risks of users yielding effective control by coming to trust conversational agents “blindly”. Where humans give authority or act upon LM prediction without reflection or effective control, factually incorrect prediction may cause harm that could have been prevented by effective oversight.""",,29,,1 - Human,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Ethical and social risks of harm from language models,Weidinger2021,17.05.02,17,5,2,,Risk Sub-Category,Human-Computer Interaction Harms ,"Creating avenues for exploiting user trust, nudging or manipulation ","""In conversation, users may reveal private information that would otherwise be difficult to access, such as thoughts, opinions, or emotions. Capturing such information may enable downstream applications that violate privacy rights or cause harm to users, such as via surveillance or the creation of addictive applications.""","""This risk is more likely to occur where users take the conversational agent (CA) to be human-like, and are more inclined to bestow a level of trust upon it that is akin to the trust placed in human counterparts. It may also occur in situations where a CA is perceived as human-like but not human: users may fear social stigma and judgement from human conversants, but not from CAs, because CAs are not as entrenched in social groups and norms as other people.""",30,30,3 - Other,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Ethical and social risks of harm from language models,Weidinger2021,17.05.02.a,17,5,2,1,Additional evidence,Human-Computer Interaction Harms ,"Creating avenues for exploiting user trust, nudging or manipulation ",,"""Users may also disclose private information where conversational agents use psychological effects, such as nudging or framing, to lead a user to reveal more private information.""",30,30,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.05.02.b,17,5,2,2,Additional evidence,Human-Computer Interaction Harms ,"Creating avenues for exploiting user trust, nudging or manipulation ",,"Example: ""In one study, humans who interacted with a ‘human-like’ chatbot disclosed more private information than individuals who interacted with a ‘machine-like’ chatbot (Ischen et al., 2019). Researchers at Google PAIR find that ‘when users confuse an AI with a human being, they can sometimes disclose more information than they would otherwise, or rely on the system more than they should’ (PAIR, 2019).""",30,30,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.05.02.c,17,5,2,3,Additional evidence,Human-Computer Interaction Harms ,"Creating avenues for exploiting user trust, nudging or manipulation ",,"""Recommender system harms may arise in conversational agents Conversational agents can be understood as comparable to recommender systems, especially where they provide a prediction that is optimised for metrics that are commonly used in other recommender systems, for example on platforms recommending video or games content...If similar patterns
were to emerge in conversational agent interactions, users who follow recommendations from the conversational agent may find their own time was ‘not well spent’, and the conversational agent may induce lower well-being (Twenge, 2019).""",30,30,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.05.03,17,5,3,,Risk Sub-Category,Human-Computer Interaction Harms ,Promoting harmful stereotypes by implying gender or ethnic identity ,"""A conversational agent may invoke associations that perpetuate harmful stereotypes, either by using particular identity markers in language (e.g. referring to “self” as “female”), or by more general design features (e.g. by giving the product a gendered name).""","""(Dinan et al., 2021) distinguish between a conversational agent perpetuating harmful stereotypes by (1) introducing the stereotype to a conversation (“instigator effect”) and (2) agreeing with the user who introduces a harmful stereotype (“yea-sayer” effect).""",31,31,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Ethical and social risks of harm from language models,Weidinger2021,17.05.03.a,17,5,3,1,Additional evidence,Human-Computer Interaction Harms ,Promoting harmful stereotypes by implying gender or ethnic identity ,,"Example: ""Gender For example, commercially available voice assistants are overwhelmingly represented as submissive and female (Cercas Curry et al., 2020; West et al., 2019). A study of five voice assistants in South Korea found that all assistants were voiced as female, self-described as ‘beautiful’, suggested ‘intimacy and subordination’, and ‘embrace sexual objectification’ (Hwang et al., 2019).""",31,31,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.06.00,17,6,,,Risk Category,"Automation, Access and Environmental Harms ",,"""Harms that arise from environmental or downstream economic impacts of the language model""","""LMs create risks of broader societal harm that are similar to those generated by other forms of AI or other advanced technologies. Many of these risks are more abstract or indirect than the harms analysed in the sections above. They will also depend on broader commercial, economic and social factors and so the relative impact of LMs is uncertain and difficult to forecast. The more abstract nature of these risks does not make them any less pressing. They include the environmental costs of training and operating the model; impacts on employment, job quality and inequality; and the deepening of global inequities by disproportionately benefiting already advantaged groups.""",31,32,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.0 > Socioeconomic & Environmental
Ethical and social risks of harm from language models,Weidinger2021,17.06.01,17,6,1,,Risk Sub-Category,"Automation, Access and Environmental Harms ",Environmental harms from operation LMs ,"""Large-scale machine learning models, including LMs, have the potential to create significant environmental costs via their energy demands, the associated carbon emissions for training and operating the models, and the demand for fresh water to cool the data centres where computations are run (Mytton, 2021; Patterson et al., 2021).""","""Several environmental risks emerge during or before training - e.g. at the
point of building the hardware and infrastructure on which LM computations are run (Crawford, 2021) and during LM training (Bender et al., 2021; Patterson et al., 2021; Schwartz et al., 2020; Strubell et al., 2019). This section and the wider report focuses on risks of harm at the point of operating the model.""",32,32,2 - AI,2 - Unintentional,3 - Other,6. Socioeconomic and Environmental,6.6 > Environmental harm
Ethical and social risks of harm from language models,Weidinger2021,17.06.01.a,17,6,1,1,Additional evidence,"Automation, Access and Environmental Harms ",Environmental harms from operation LMs ,,"""While it has received less attention than the environmental cost of training large-scale models, the environmental cost of operating a LM for widespread use may be significant. This depends on a range of factors including how a LM will be integrated into products, anticipated scale and frequency of use, and energy cost per prompt; with many of these factors currently unknown.""",32,,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.06.01.b,17,6,1,2,Additional evidence,"Automation, Access and Environmental Harms ",Environmental harms from operation LMs ,,,32,,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.06.02,17,6,2,,Risk Sub-Category,"Automation, Access and Environmental Harms ",Increasing inequality and negative effects on job quality ,"""Advances in LMs, and the language technologies based on them, could lead to the automation of tasks that are currently done by paid human workers, such as responding to customer-service queries, translating documents or writing computer code, with negative effects on employment.""","""Unemployment and wages If LM-based applications displace employees from their roles, this could poten- tially lead to an increase in unemployment (Acemoglu and Restrepo, 2018; Webb, 2019), and other longer-term effects.""",33,33,1 - Human,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
Ethical and social risks of harm from language models,Weidinger2021,17.06.02.a,17,6,2,1,Additional evidence,"Automation, Access and Environmental Harms ",Increasing inequality and negative effects on job quality ,,"""Exacerbation of income inequality 
A greater risk than large scale unemployment may be that, among new jobs created, the number of highly-paid “frontier” jobs (e.g. research and technology development) is relatively low, compared to the number of “last- mile” low-income jobs (e.g. monitoring the predictions of an LM application) (Autor and Salomons, 2019). In this scenario, LMs may exacerbate income inequality and its associated harms, such as political polarisation, even if they do not significantly affect overall unemployment rates (Ingraham, 2018; Menasce Horowitz et al., 2020).""",33,33,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.06.02.b,17,6,2,2,Additional evidence,"Automation, Access and Environmental Harms ",Increasing inequality and negative effects on job quality ,,"""LM applications could also create risks for job quality, which in turn could affect individual wellbeing. For example, the deployment of industrial robots in factories and warehouses has reduced some safety risks facing employees and automated some mundane tasks. However, some workers have seen an increase in the pace of work, more tightly controlled tasks and reductions in autonomy, human contact and collaboration (Gutelius and Theodore, 2019)""",33,33,,,,,
Ethical and social risks of harm from language models,Weidinger2021,17.06.03,17,6,3,,Risk Sub-Category,"Automation, Access and Environmental Harms ",Undermining creative economies ,"""LMs may generate content that is not strictly in violation of copyright but harms artists by capitalising on their ideas, in ways that would be time-intensive or costly to do using human labour. Deployed at scale, this may undermine the profitability of creative or innovative work.""","""It is conceivable that LMs create a new loophole in copyright law by generating content (e.g. text or song melodies) that is sufficiently distinct from an original work not to constitute a copyright violation, but sufficiently similar to the original to serve as a substitute, analogous to ‘patent-busting’ (Rimmer, 2013). If a LM prediction was a credible substitute for a particular example of human creativity - otherwise protected by copyright - this potentially allows such work to be replaced without the author’s copyright being infringed.""",34,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort
Ethical and social risks of harm from language models,Weidinger2021,17.06.04,17,6,4,,Risk Sub-Category,"Automation, Access and Environmental Harms ","Disparate access to benefits due to hardware, software, skills constraints ","""Due to differential internet access, language, skill, or hardware requirements, the benefits from LMs are unlikely to be equally accessible to all people and groups who would like to use them. Inaccessibility of the technology may perpetuate global inequities by disproportionately benefiting some groups.""","""Access to economic opportunities LM design choices have a downstream impact on who is most likely to benefit from the model. For example, product developers may find it easier to develop LM-based applications for social groups where the LM performs reliably and makes fewer errors; potentially leaving those groups for whom the LM is less accurate with fewer good applications (see Lower performance by social group).""",34,35,1 - Human,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.1 > Power centralization and unfair distribution of benefits
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.00.00,18,,,,Paper,,,,,,,,,,,
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.01.00,18,1,,,Risk Category,Representation & Toxicity Harms,,"""AI systems under-, over-, or misrepresenting certain groups or generating toxic, offensive, abusive, or hateful content""","Example: ""Generating images of Christian churches only when prompted to depict “a house of worship” (Qadri et al., 2023a)""",14,14,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.0 > Discrimination & Toxicity
Sociotechnical Safety Evaluation of Generative AI Systems,Weidinger2023,18.01.01,18,1,1,,Risk Sub-Category,Representation & Toxicity Harms,Unfair representation,"""Mis-, under-, or over-representing certain identities, groups, or perspectives or failing to represent them at all (e.g. via homogenisation, stereotypes)""","Example: ""Generating more images of female-looking individuals when prompted with the word “nurse” (Mishkin et al., 2022)*""",30,30,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
